           km_,   km_chara, km_mons_count_id, km_mons_rare, km_mons_boss, km_shield_weapon_chg, km_chara_class, km_base_hp, km_base_ap, km_battle_ap_charge, km_base_str, km_base_mgc, km_base_spd,  km_per_id, km_base_per, km_base_tension, km_tension_style, km_hp_growth_type, km_hp_growth_type_101, km_hp_growth_type_201, km_ap_growth_type, km_ap_growth_type_101, km_ap_growth_type_201, km_str_growth_type, km_str_growth_type_101, km_str_growth_type_201, km_mgc_growth_type, km_mgc_growth_type_101, km_mgc_growth_type_201, km_spd_growth_type, km_spd_growth_type_101, km_spd_growth_type_201, km_per_growth_type, km_per_growth_type_101, km_per_growth_type_201, km_eqskill_oh_oh, km_eqskill_oh_th, km_eqskill_oh_ww, km_eqskill_th_th, km_eqskill_s_fw, km_eqskill_s_oh, km_eqskill_s_th, km_artsskill_sword, km_artsskill_katana, km_artsskill_axe, km_artsskill_mace, km_artsskill_spear, km_artsskill_staff, km_mgcskill_01, km_mgcskill_02, km_mgcskill_03, km_mgcskill_04, km_mgcskill_05, km_mgcskill_06, km_mgcskill_07, km_itemskill_01, km_itemskill_02, km_itemskill_03, km_itemskill_04, km_itemskill_05, km_itemskill_06, km_df_att_zan, km_df_att_da, km_df_att_shou, km_df_att_kantu, km_df_fire, km_df_thunder,  km_df_ice, km_df_acid, km_df_poison, km_preset_act_arts, km_preset_act_magic, km_preset_act_item, km_eq_main_weapon, km_eqlv_main, km_eq_style, km_eq_sub_weapon1, km_eqlv_sub, km_eq_accessories1, km_eq_accessories2, km_logic_target_union, km_logic_target_unit, km_pre_logic_target_union, km_post_logic_target_union, km_btl_action, km_btl_action_append_1, km_btl_action_append_2, km_btl_action_append_3,  km_demise, km_item_money, km_item_surely, km_eqlv_surely, km_item_surely_num, km_item_normal1, km_eqlv_normal1, km_item_normal1_num, km_item_normal2, km_eqlv_normal2, km_item_normal2_num, km_item_rare, km_eqlv_rare, km_item_rare_num, km_item_veryrare, km_eqlv_veryrare, km_item_veryrare_num, km_item_tuika1, km_eqlv_tuika1, km_item_tuika1_num, km_item_tuika1_odd, km_item_tuika1_getd, km_item_tuika2, km_eqlv_tuika2, km_item_tuika2_num, km_item_tuika2_odd, km_item_tuika2_getd, 
1407 : EV1280_001_BTL_unit27,       1415,         21,          0,          0,          1,        351,        494,        148,         29,         25,         17,         12,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         20,          5,         10,         10,          5,          5,         10,         20,         10,         -1,         -1,         -1,       1365,          0,         23,         -1,         -1,         -1,         -1,        250,       4790,         -1,         -1,        671,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044465,         99,          1,    8978440,         99,          1,    9044508,         99,          1,    9044509,         99,          1,    9044510,         99,          1,         30,        227,    9044511,         99,          1,         15,        257, 
1408 : EV1280_001_BTL_unit28,       1416,         22,          0,          0,          1,        351,        494,        148,         29,         25,         17,         12,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         20,          5,         10,         10,          5,          5,         10,         20,         10,         -1,         -1,         -1,       1365,          0,         23,         -1,         -1,         -1,         -1,        250,       4790,         -1,         -1,        704,         -1,         -1,         -1,         -1,          0,         -1,         -1,        255,    9044465,         99,          1,    8978436,         99,          1,    9044508,         99,          1,    9044509,         99,          1,    9044510,         99,          1,         30,        227,    9044511,         99,          1,         15,        257, 
1409 : EV1280_001_BTL_01,       1405,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1465,          0,          0,         -1,         -1,         -1,         -1,       1605,       3004,         -1,         -1,          0,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1410 : EV1280_001_BTL_02,       1402,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1469,          0,          0,         -1,         -1,         -1,         -1,       1609,       3004,         -1,         -1,         10,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1411 : EV1280_001_BTL_03,       1402,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1469,          0,          0,         -1,         -1,         -1,         -1,       1613,       3004,         -1,         -1,         20,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1412 : EV1280_001_BTL_04,       1405,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1465,          0,          0,         -1,         -1,         -1,         -1,       1617,       3004,         -1,         -1,         30,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1413 : EV1280_001_BTL_05,       1390,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1466,          0,          0,         -1,         -1,         -1,         -1,       1621,       3814,         -1,         -1,         40,        415,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1414 : EV1280_001_BTL_06,       1390,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1466,          0,          0,         -1,         -1,         -1,         -1,       1627,       3814,         -1,         -1,          0,        415,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1415 : EV1280_001_BTL_07,       1402,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1469,          0,          0,         -1,         -1,         -1,         -1,         59,       3004,         -1,         -1,         10,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1416 : EV1280_001_BTL_08,       1402,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1469,          0,          0,         -1,         -1,         -1,         -1,         59,       3004,         -1,         -1,         20,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1417 : EV1280_001_BTL_09,       1402,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1469,          0,          0,         -1,         -1,         -1,         -1,         59,       3004,         -1,         -1,         30,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1418 : EV1280_001_BTL,       1413,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1481,          0,          3,         -1,         -1,         -1,         -1,         81,       4375,         -1,         -1,        150,        310,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1419 : EV1280_001_BTL,       1413,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1481,          0,          3,         -1,         -1,         -1,         -1,         81,       4375,         -1,         -1,        150,        310,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1420 : EV1280_001_BTL,       1413,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1481,          0,          3,         -1,         -1,         -1,         -1,         81,       4375,         -1,         -1,        160,        310,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1421 : EV1280_001_BTL,       1402,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1469,          0,          0,         -1,         -1,         -1,         -1,         81,       4375,         -1,         -1,          0,        310,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1422 : EV1280_001_BTL,       1413,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1481,          0,          3,         -1,         -1,         -1,         -1,         59,       4649,         -1,         -1,        180,        335,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1423 : EV1280_001_BTL,       1413,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1481,          0,          3,         -1,         -1,         -1,         -1,         59,       4649,         -1,         -1,        190,        335,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1424 : EV1280_001_BTL,       1413,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1481,          0,          3,         -1,         -1,         -1,         -1,        171,       4466,         -1,         -1,        150,        225,        285,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1425 : EV1280_001_BTL,       1413,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1481,          0,          3,         -1,         -1,         -1,         -1,        171,       4466,         -1,         -1,        160,        225,        285,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1426 : EV1330_001_BTL_unit01,       1417,        370,          0,          1,          1,        379,       1140,        456,         91,         24,         21,         16,          0,         20,         40,          0,          4,         58,        112,         13,         67,        121,         22,         76,        130,         34,         88,        142,         43,         97,        151,         52,        106,        160,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         20,         20,         20,         20,         20,         20,         20,         20,         20,         -1,         -1,         -1,       1405,          0,         75,         -1,         -1,         -1,         -1,        414,       5603,         -1,         -1,       3168,         -1,         -1,         -1,          1,          0,    9044778,         99,          2,    9044771,         99,          1,    9044774,         99,          1,    9044465,         99,          1,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1427 : EV1420_001_BTL_unit01,       1418,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1466,          0,          0,         -1,         -1,         -1,         -1,         36,       2955,         -1,         -1,          0,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1428 : EV1420_001_BTL_unit02,       1419,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1466,          0,          0,         -1,         -1,         -1,         -1,         36,       2955,         -1,         -1,         30,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1429 : EV1420_001_BTL_unit03,       1420,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1466,          0,          0,         -1,         -1,         -1,         -1,         36,       2955,         -1,         -1,         40,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1430 : EV1420_001_BTL_unit04,       1421,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1466,          0,          0,         -1,         -1,         -1,         -1,         36,       3175,         -1,         -1,          0,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1431 : EV1420_001_BTL_unit05,       1422,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1466,          0,          0,         -1,         -1,         -1,         -1,         36,       3250,         -1,         -1,          0,        355,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1432 : EV1420_001_BTL_unit06,       1423,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1466,          0,          0,         -1,         -1,         -1,         -1,         36,       2955,         -1,         -1,         10,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1433 : EV1420_001_BTL_unit07,       1424,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1466,          0,          0,         -1,         -1,         -1,         -1,         36,       2955,         -1,         -1,         20,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1434 : EV1420_001_BTL_unit08,       1425,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1466,          0,          0,         -1,         -1,         -1,         -1,         36,       2955,         -1,         -1,          0,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1435 : EV1420_001_BTL_unit09,       1426,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1466,          0,          0,         -1,         -1,         -1,         -1,         36,       3175,         -1,         -1,         30,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1436 : EV1420_001_BTL_unit10,       1427,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1466,          0,          0,         -1,         -1,         -1,         -1,         36,       3352,         -1,         -1,          0,        370,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1437 : EV1420_001_BTL_unit11,       1428,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1466,          0,          0,         -1,         -1,         -1,         -1,         36,       2955,         -1,         -1,         10,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
1438 : EV1420_001_BTL_unit12,       1429,         -1,          0,          0,          0,        348,        463,         92,         18,         23,         17,         16,          0,         20,         40,          0,          5,         59,        113,         14,         68,        122,         23,         77,        131,         35,         89,        143,         44,         98,        152,         53,        107,        161,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,         10,         10,         10,         10,         10,         10,         10,         10,         10,         -1,         -1,         -1,       1466,          0,          0,         -1,         -1,         -1,         -1,         36,       2955,         -1,         -1,          0,         -1,         -1,         -1,         -1,        320,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,         -1,         -1,        255,        255,         -1,         -1,         -1,        255,        255,         -1, 
