           km_, km_get_item,    km_cost, km_base_item,   km_daiji, km_material_1, km_material_1_num, km_material_1_key, km_material_2, km_material_2_num, km_material_2_key, km_material_3, km_material_3_num, km_material_3_key, km_material_4, km_material_4_num, km_material_4_key, 
982 : axe_x_WXC020_poison_04,    8323567,     179200,    8323565,        288,    9044259,          3,          0,    9044270,          2,          0,    9044530,          4,          0,         -1,          0,          0, 
983 : axe_x_WXC020_fire_05,    8323563,     183680,    8323566,        288,    9044258,          3,          0,    9044270,          2,          0,    9044530,          4,          0,         -1,          0,          0, 
984 : axe_x_WXC020_thunder_05,    8323564,     174720,    8323566,        288,    9044262,          2,          0,    9044270,          2,          0,    9044530,          4,          0,         -1,          0,          0, 
985 : axe_x_WXC020_ice_05,    8323565,     188160,    8323566,        288,    9044260,          3,          0,    9044270,          2,          0,    9044530,          4,          0,         -1,          0,          0, 
986 : axe_x_WXC020_poison_05,    8323567,     179200,    8323566,        288,    9044259,          3,          0,    9044270,          2,          0,    9044530,          4,          0,         -1,          0,          0, 
987 : axe_x_WXC020_fire_06,    8323563,     183680,    8323567,        288,    9044258,          3,          0,    9044270,          2,          0,    9044530,          4,          0,         -1,          0,          0, 
988 : axe_x_WXC020_thunder_06,    8323564,     174720,    8323567,        288,    9044262,          2,          0,    9044270,          2,          0,    9044530,          4,          0,         -1,          0,          0, 
989 : axe_x_WXC020_ice_06,    8323565,     188160,    8323567,        288,    9044260,          3,          0,    9044270,          2,          0,    9044530,          4,          0,         -1,          0,          0, 
990 : axe_x_WXC020_acid_06,    8323566,     170240,    8323567,        288,    9044261,          3,          0,    9044270,          2,          0,    9044530,          4,          0,         -1,          0,          0, 
991 : axe_x_WXC020_fire_07,    8323563,     183680,    8323562,         -1,    9044258,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
992 : axe_x_WXC020_thunder_07,    8323564,     174720,    8323562,         -1,    9044262,          2,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
993 : axe_x_WXC020_ice_07,    8323565,     188160,    8323562,         -1,    9044260,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
994 : axe_x_WXC020_acid_07,    8323566,     170240,    8323562,         -1,    9044261,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
995 : axe_x_WXC020_poison_07,    8323567,     179200,    8323562,         -1,    9044259,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
996 : hammer_s_WSD020_fine,    8323592,     120960,    8323591,        288,    9044248,          1,          0,    9044499,          4,          0,    9044344,          6,          0,         -1,          0,          0, 
997 : hammer_l_WLD040_quality_01,    8323668,      99840,    8323667,        288,    9044248,          1,          0,    9044769,          4,          0,    9044403,          6,          0,         -1,          0,          0, 
998 : hammer_l_WLD040_quality_02,    8323668,      99840,    8323670,        288,    9044248,          1,          0,    9044769,          4,          0,    9044403,          6,          0,         -1,          0,          0, 
999 : hammer_l_WLD040_quality_03,    8323668,      99840,    8323671,        288,    9044248,          1,          0,    9044769,          4,          0,    9044403,          6,          0,         -1,          0,          0, 
1000 : hammer_l_WLD040_quality_04,    8323668,      99840,    8323672,        288,    9044248,          1,          0,    9044769,          4,          0,    9044403,          6,          0,         -1,          0,          0, 
1001 : hammer_l_WLD040_quality_05,    8323668,      99840,    8323673,        288,    9044248,          1,          0,    9044769,          4,          0,    9044403,          6,          0,         -1,          0,          0, 
1002 : hammer_l_WLD040_quality_06,    8323668,      99840,    8323674,        288,    9044248,          1,          0,    9044769,          4,          0,    9044403,          6,          0,         -1,          0,          0, 
1003 : lance_l_WLE040_fire_01,    8323814,     190240,    8323811,        288,    9044258,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1004 : lance_l_WLE040_thunder_01,    8323815,     180960,    8323811,        288,    9044262,          2,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1005 : lance_l_WLE040_ice_01,    8323816,     194880,    8323811,        288,    9044260,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1006 : lance_l_WLE040_acid_01,    8323817,     176320,    8323811,        288,    9044261,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1007 : lance_l_WLE040_poison_01,    8323818,     185600,    8323811,        288,    9044259,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1008 : lance_l_WLE040_thunder_02,    8323815,     180960,    8323814,        288,    9044262,          2,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1009 : lance_l_WLE040_ice_02,    8323816,     194880,    8323814,        288,    9044260,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1010 : lance_l_WLE040_acid_02,    8323817,     176320,    8323814,        288,    9044261,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1011 : lance_l_WLE040_poison_02,    8323818,     185600,    8323814,        288,    9044259,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1012 : lance_l_WLE040_fire_03,    8323814,     190240,    8323815,        288,    9044258,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1013 : lance_l_WLE040_ice_03,    8323816,     194880,    8323815,        288,    9044260,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1014 : lance_l_WLE040_acid_03,    8323817,     176320,    8323815,        288,    9044261,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1015 : lance_l_WLE040_poison_03,    8323818,     185600,    8323815,        288,    9044259,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1016 : lance_l_WLE040_fire_04,    8323814,     190240,    8323816,        288,    9044258,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1017 : lance_l_WLE040_thunder_04,    8323815,     180960,    8323816,        288,    9044262,          2,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1018 : lance_l_WLE040_acid_04,    8323817,     176320,    8323816,        288,    9044261,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1019 : lance_l_WLE040_poison_04,    8323818,     185600,    8323816,        288,    9044259,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1020 : lance_l_WLE040_fire_05,    8323814,     190240,    8323817,        288,    9044258,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1021 : lance_l_WLE040_thunder_05,    8323815,     180960,    8323817,        288,    9044262,          2,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1022 : lance_l_WLE040_ice_05,    8323816,     194880,    8323817,        288,    9044260,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1023 : lance_l_WLE040_poison_05,    8323818,     185600,    8323817,        288,    9044259,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1024 : lance_l_WLE040_fire_06,    8323814,     190240,    8323818,        288,    9044258,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1025 : lance_l_WLE040_thunder_06,    8323815,     180960,    8323818,        288,    9044262,          2,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1026 : lance_l_WLE040_ice_06,    8323816,     194880,    8323818,        288,    9044260,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1027 : lance_l_WLE040_acid_06,    8323817,     176320,    8323818,        288,    9044261,          3,          0,    9044270,          2,          0,    9044769,          4,          0,         -1,          0,          0, 
1028 : lance_l_WLE040_fire_07,    8323814,     190240,    8323813,         -1,    9044258,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
1029 : lance_l_WLE040_thunder_07,    8323815,     180960,    8323813,         -1,    9044262,          2,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
1030 : lance_l_WLE040_ice_07,    8323816,     194880,    8323813,         -1,    9044260,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
1031 : lance_l_WLE040_acid_07,    8323817,     176320,    8323813,         -1,    9044261,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
1032 : lance_l_WLE040_poison_07,    8323818,     185600,    8323813,         -1,    9044259,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
1033 : staff_s_WSF020_quality_01,    8323869,      84480,    8323868,        288,    9044248,          1,          0,    9044499,          4,          0,    9044378,          2,          0,         -1,          0,          0, 
1034 : staff_s_WSF020_quality_02,    8323869,      84480,    8323871,        288,    9044248,          1,          0,    9044499,          4,          0,    9044378,          2,          0,         -1,          0,          0, 
1035 : staff_s_WSF020_quality_03,    8323869,      84480,    8323872,        288,    9044248,          1,          0,    9044499,          4,          0,    9044378,          2,          0,         -1,          0,          0, 
1036 : staff_s_WSF020_quality_04,    8323869,      84480,    8323873,        288,    9044248,          1,          0,    9044499,          4,          0,    9044378,          2,          0,         -1,          0,          0, 
1037 : staff_s_WSF020_quality_05,    8323869,      84480,    8323874,        288,    9044248,          1,          0,    9044499,          4,          0,    9044378,          2,          0,         -1,          0,          0, 
1038 : staff_s_WSF020_quality_06,    8323869,      84480,    8323875,        288,    9044248,          1,          0,    9044499,          4,          0,    9044378,          2,          0,         -1,          0,          0, 
1039 : staff_s_WSF030_fire_01,    8323882,     144320,    8323879,        288,    9044258,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1040 : staff_s_WSF030_thunder_01,    8323883,     137280,    8323879,        288,    9044262,          2,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1041 : staff_s_WSF030_ice_01,    8323884,     147840,    8323879,        288,    9044260,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1042 : staff_s_WSF030_acid_01,    8323885,     133760,    8323879,        288,    9044261,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1043 : staff_s_WSF030_poison_01,    8323886,     140800,    8323879,        288,    9044259,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1044 : staff_s_WSF030_thunder_02,    8323883,     137280,    8323882,        288,    9044262,          2,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1045 : staff_s_WSF030_ice_02,    8323884,     147840,    8323882,        288,    9044260,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1046 : staff_s_WSF030_acid_02,    8323885,     133760,    8323882,        288,    9044261,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1047 : staff_s_WSF030_poison_02,    8323886,     140800,    8323882,        288,    9044259,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1048 : staff_s_WSF030_fire_03,    8323882,     144320,    8323883,        288,    9044258,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1049 : staff_s_WSF030_ice_03,    8323884,     147840,    8323883,        288,    9044260,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1050 : staff_s_WSF030_acid_03,    8323885,     133760,    8323883,        288,    9044261,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1051 : staff_s_WSF030_poison_03,    8323886,     140800,    8323883,        288,    9044259,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1052 : staff_s_WSF030_fire_04,    8323882,     144320,    8323884,        288,    9044258,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1053 : staff_s_WSF030_thunder_04,    8323883,     137280,    8323884,        288,    9044262,          2,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1054 : staff_s_WSF030_acid_04,    8323885,     133760,    8323884,        288,    9044261,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1055 : staff_s_WSF030_poison_04,    8323886,     140800,    8323884,        288,    9044259,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1056 : staff_s_WSF030_fire_05,    8323882,     144320,    8323885,        288,    9044258,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1057 : staff_s_WSF030_thunder_05,    8323883,     137280,    8323885,        288,    9044262,          2,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1058 : staff_s_WSF030_ice_05,    8323884,     147840,    8323885,        288,    9044260,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1059 : staff_s_WSF030_poison_05,    8323886,     140800,    8323885,        288,    9044259,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1060 : staff_s_WSF030_fire_06,    8323882,     144320,    8323886,        288,    9044258,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1061 : staff_s_WSF030_thunder_06,    8323883,     137280,    8323886,        288,    9044262,          2,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1062 : staff_s_WSF030_ice_06,    8323884,     147840,    8323886,        288,    9044260,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1063 : staff_s_WSF030_acid_06,    8323885,     133760,    8323886,        288,    9044261,          3,          0,    9044270,          2,          0,    9044499,          4,          0,         -1,          0,          0, 
1064 : staff_s_WSF030_fire_07,    8323882,     144320,    8323881,         -1,    9044258,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
1065 : staff_s_WSF030_thunder_07,    8323883,     137280,    8323881,         -1,    9044262,          2,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
1066 : staff_s_WSF030_ice_07,    8323884,     147840,    8323881,         -1,    9044260,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
1067 : staff_s_WSF030_acid_07,    8323885,     133760,    8323881,         -1,    9044261,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
1068 : staff_s_WSF030_poison_07,    8323886,     140800,    8323881,         -1,    9044259,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
1069 : shield_m_WMG030_fire_01,    8324142,     128000,    8324139,        288,    9044258,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1070 : shield_m_WMG030_thunder_01,    8324143,     128000,    8324139,        288,    9044262,          2,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1071 : shield_m_WMG030_ice_01,    8324144,     128000,    8324139,        288,    9044260,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1072 : shield_m_WMG030_acid_01,    8324145,     128000,    8324139,        288,    9044261,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1073 : shield_m_WMG030_poison_01,    8324146,     128000,    8324139,        288,    9044259,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1074 : shield_m_WMG030_thunder_02,    8324143,     128000,    8324142,        288,    9044262,          2,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1075 : shield_m_WMG030_ice_02,    8324144,     128000,    8324142,        288,    9044260,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1076 : shield_m_WMG030_acid_02,    8324145,     128000,    8324142,        288,    9044261,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1077 : shield_m_WMG030_poison_02,    8324146,     128000,    8324142,        288,    9044259,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1078 : shield_m_WMG030_fire_03,    8324142,     128000,    8324143,        288,    9044258,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1079 : shield_m_WMG030_ice_03,    8324144,     128000,    8324143,        288,    9044260,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1080 : shield_m_WMG030_acid_03,    8324145,     128000,    8324143,        288,    9044261,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1081 : shield_m_WMG030_poison_03,    8324146,     128000,    8324143,        288,    9044259,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1082 : shield_m_WMG030_fire_04,    8324142,     128000,    8324144,        288,    9044258,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1083 : shield_m_WMG030_thunder_04,    8324143,     128000,    8324144,        288,    9044262,          2,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1084 : shield_m_WMG030_acid_04,    8324145,     128000,    8324144,        288,    9044261,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1085 : shield_m_WMG030_poison_04,    8324146,     128000,    8324144,        288,    9044259,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1086 : shield_m_WMG030_fire_05,    8324142,     128000,    8324145,        288,    9044258,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1087 : shield_m_WMG030_thunder_05,    8324143,     128000,    8324145,        288,    9044262,          2,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1088 : shield_m_WMG030_ice_05,    8324144,     128000,    8324145,        288,    9044260,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1089 : shield_m_WMG030_poison_05,    8324146,     128000,    8324145,        288,    9044259,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1090 : shield_m_WMG030_fire_06,    8324142,     128000,    8324146,        288,    9044258,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1091 : shield_m_WMG030_thunder_06,    8324143,     128000,    8324146,        288,    9044262,          2,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1092 : shield_m_WMG030_ice_06,    8324144,     128000,    8324146,        288,    9044260,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1093 : shield_m_WMG030_acid_06,    8324145,     128000,    8324146,        288,    9044261,          3,          0,    9044270,          2,          0,    9044724,          4,          0,         -1,          0,          0, 
1094 : shield_m_WMG030_fire_07,    8324142,     128000,    8324141,         -1,    9044258,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
1095 : shield_m_WMG030_thunder_07,    8324143,     128000,    8324141,         -1,    9044262,          2,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
1096 : shield_m_WMG030_ice_07,    8324144,     128000,    8324141,         -1,    9044260,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
1097 : shield_m_WMG030_acid_07,    8324145,     128000,    8324141,         -1,    9044261,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
1098 : shield_m_WMG030_poison_07,    8324146,     128000,    8324141,         -1,    9044259,          3,          0,    9044270,          2,          0,         -1,          0,          0,         -1,          0,          0, 
1099 : shield_x_WXG020_normal_01,    8324206,      53760,    8324198,        287,    9044270,          2,          0,    9044769,          4,          0,    9044344,          6,          0,         -1,          0,          0, 
1100 : shield_x_WXG020_normal_02,    8324206,      53760,    8324208,        287,    9044270,          2,          0,    9044769,          4,          0,    9044344,          6,          0,         -1,          0,          0, 
1101 : sword_s_WSA010_damascus_01,    8323136,     355680,    8323133,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044510,          8,          0,         -1,          0,          0, 
1102 : sword_s_WSA010_damascus_02,    8323136,     355680,    8323134,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044510,          8,          0,         -1,          0,          0, 
1103 : sword_s_WSA010_damascus_03,    8323136,     355680,    8323135,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044510,          8,          0,         -1,          0,          0, 
1104 : sword_m_WMA010_damascus_01,    8323180,     395200,    8323177,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044510,          8,          0,         -1,          0,          0, 
1105 : sword_m_WMA010_damascus_02,    8323180,     395200,    8323178,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044510,          8,          0,         -1,          0,          0, 
1106 : sword_m_WMA010_damascus_03,    8323180,     395200,    8323179,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044510,          8,          0,         -1,          0,          0, 
1107 : sword_m_WMA050_dragon,    8323202,     304000,    8323200,         -1,    9044248,          3,          0,    9044647,          4,          0,    9044510,          8,          0,         -1,          0,          0, 
1108 : sword_m_WMA020_crystal,    8323191,     334400,    8323188,         -1,    9044249,          2,          0,    9044647,          4,          0,    9044510,          8,          0,         -1,          0,          0, 
1109 : sword_l_WLA010_damascus_01,    8323252,     454480,    8323249,         -1,    9044250,          1,          0,    9044618,          4,          0,    9044510,          8,          0,         -1,          0,          0, 
1110 : sword_l_WLA010_damascus_02,    8323252,     454480,    8323250,         -1,    9044250,          1,          0,    9044618,          4,          0,    9044510,          8,          0,         -1,          0,          0, 
1111 : sword_l_WLA010_damascus_03,    8323252,     454480,    8323251,         -1,    9044250,          1,          0,    9044618,          4,          0,    9044510,          8,          0,         -1,          0,          0, 
1112 : sword_l_WLA030_dragon,    8323262,     349600,    8323260,         -1,    9044248,          3,          0,    9044618,          4,          0,    9044510,          8,          0,         -1,          0,          0, 
1113 : sword_x_WXA010_crystal,    8323302,     434720,    8323299,         -1,    9044249,          2,          0,    9044628,          4,          0,    9044510,          8,          0,         -1,          0,          0, 
1114 : katana_s_WSB020_damascus_01_01,    8323330,     375440,    8323327,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044606,          8,          0,         -1,          0,          0, 
1115 : katana_s_WSB020_damascus_02_02,    8323330,     375440,    8323328,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044606,          8,          0,         -1,          0,          0, 
1116 : katana_s_WSB020_damascus_03_03,    8323330,     375440,    8323329,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044606,          8,          0,         -1,          0,          0, 
1117 : katana_s_WSB030_dragon,    8323340,     288800,    8323338,         -1,    9044248,          3,          0,    9044607,          4,          0,    9044606,          8,          0,         -1,          0,          0, 
1118 : katana_m_WMB010_damascus_01_01,    8323363,     414960,    8323360,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044606,          8,          0,         -1,          0,          0, 
1119 : katana_m_WMB010_damascus_02_02,    8323363,     414960,    8323361,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044606,          8,          0,         -1,          0,          0, 
1120 : katana_m_WMB010_damascus_03_03,    8323363,     414960,    8323362,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044606,          8,          0,         -1,          0,          0, 
1121 : katana_m_WMB020_dragon,    8323373,     319200,    8323371,         -1,    9044248,          3,          0,    9044647,          4,          0,    9044606,          8,          0,         -1,          0,          0, 
1122 : katana_l_WLB010_damascus_01_01,    8323404,     474240,    8323401,         -1,    9044250,          1,          0,    9044618,          4,          0,    9044606,          8,          0,         -1,          0,          0, 
1123 : katana_l_WLB010_damascus_02_02,    8323404,     474240,    8323402,         -1,    9044250,          1,          0,    9044618,          4,          0,    9044606,          8,          0,         -1,          0,          0, 
1124 : katana_l_WLB010_damascus_03_03,    8323404,     474240,    8323403,         -1,    9044250,          1,          0,    9044618,          4,          0,    9044606,          8,          0,         -1,          0,          0, 
1125 : katana_x_WXB010_crystal,    8323432,     451440,    8323429,         -1,    9044249,          2,          0,    9044628,          4,          0,    9044606,          8,          0,         -1,          0,          0, 
1126 : axe_s_WSC010_damascus_01,    8323450,     395200,    8323447,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044588,          8,          0,         -1,          0,          0, 
1127 : axe_s_WSC010_damascus_02,    8323450,     395200,    8323448,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044588,          8,          0,         -1,          0,          0, 
1128 : axe_s_WSC010_damascus_03,    8323450,     395200,    8323449,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044588,          8,          0,         -1,          0,          0, 
1129 : axe_s_WSC020_dragon,    8323460,     304000,    8323458,         -1,    9044248,          3,          0,    9044607,          4,          0,    9044588,          8,          0,         -1,          0,          0, 
1130 : axe_m_WMC020_damascus_01,    8323477,     434720,    8323474,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044588,          8,          0,         -1,          0,          0, 
1131 : axe_m_WMC020_damascus_02,    8323477,     434720,    8323475,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044588,          8,          0,         -1,          0,          0, 
1132 : axe_m_WMC020_damascus_03,    8323477,     434720,    8323476,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044588,          8,          0,         -1,          0,          0, 
1133 : axe_m_WMC030_crystal,    8323488,     367840,    8323485,         -1,    9044249,          2,          0,    9044647,          4,          0,    9044588,          8,          0,         -1,          0,          0, 
1134 : axe_l_WLC020_damascus_01,    8323522,     494000,    8323519,         -1,    9044250,          1,          0,    9044618,          4,          0,    9044588,          8,          0,         -1,          0,          0, 
1135 : axe_l_WLC020_damascus_02,    8323522,     494000,    8323520,         -1,    9044250,          1,          0,    9044618,          4,          0,    9044588,          8,          0,         -1,          0,          0, 
1136 : axe_l_WLC020_damascus_03,    8323522,     494000,    8323521,         -1,    9044250,          1,          0,    9044618,          4,          0,    9044588,          8,          0,         -1,          0,          0, 
1137 : axe_l_WLC030_dragon,    8323532,     380000,    8323530,         -1,    9044248,          3,          0,    9044618,          4,          0,    9044588,          8,          0,         -1,          0,          0, 
1138 : axe_x_WXC010_crystal,    8323557,     468160,    8323554,         -1,    9044249,          2,          0,    9044628,          4,          0,    9044588,          8,          0,         -1,          0,          0, 
1139 : hammer_s_WSD010_damascus_01,    8323588,     414960,    8323585,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044655,          8,          0,         -1,          0,          0, 
1140 : hammer_s_WSD010_damascus_02,    8323588,     414960,    8323586,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044655,          8,          0,         -1,          0,          0, 
1141 : hammer_s_WSD010_damascus_03,    8323588,     414960,    8323587,         -1,    9044250,          1,          0,    9044607,          4,          0,    9044655,          8,          0,         -1,          0,          0, 
1142 : hammer_m_WMD010_damascus_01,    8323614,     454480,    8323611,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044655,          8,          0,         -1,          0,          0, 
1143 : hammer_m_WMD010_damascus_02,    8323614,     454480,    8323612,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044655,          8,          0,         -1,          0,          0, 
1144 : hammer_m_WMD010_damascus_03,    8323614,     454480,    8323613,         -1,    9044250,          1,          0,    9044647,          4,          0,    9044655,          8,          0,         -1,          0,          0, 
1145 : hammer_m_WMD020_dragon,    8323624,     349600,    8323622,         -1,    9044248,          3,          0,    9044647,          4,          0,    9044655,          8,          0,         -1,          0,          0, 
1146 : hammer_l_WLD010_damascus_01,    8323647,     400000,    8323644,         -1,    9044250,          1,          0,    9044618,          4,          0,    9044655,          8,          0,         -1,          0,          0, 
1147 : hammer_l_WLD010_damascus_02,    8323647,     400000,    8323645,         -1,    9044250,          1,          0,    9044618,          4,          0,    9044655,          8,          0,         -1,          0,          0, 
1148 : hammer_l_WLD010_damascus_03,    8323647,     400000,    8323646,         -1,    9044250,          1,          0,    9044618,          4,          0,    9044655,          8,          0,         -1,          0,          0, 
1149 : hammer_l_WLD030_dragon,    8323657,     395200,    8323655,         -1,    9044248,          2,          0,    9044618,          4,          0,    9044655,          8,          0,         -1,          0,          0, 
1150 : hammer_x_WXD010_crystal,    8323692,     484880,    8323689,         -1,    9044249,          2,          0,    9044628,          4,          0,    9044655,          8,          0,         -1,          0,          0, 
1151 : hammer_x_WXD020_dragon,    8323703,     440800,    8323701,         -1,    9044248,          3,          0,    9044628,          4,          0,    9044655,          8,          0,         -1,          0,          0, 
