           km_, km_check_num, km_union_type, km_check_num_1, km_union_id, km_entry_group_set, km_position_x, km_position_y, km_direction, km_wait_no, km_wait_turn, km_is_think, 
902 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,          0,          0,          0,          0, 
903 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
904 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
905 :          @,          0,          1,          4,          0,    8071113,       1000,          0,        180,          0,          0,          0, 
906 :          @,          0,          1,          0,          1,    8071118,       1600,      -1200,        180,          0,          0,          0, 
907 :          @,          0,          1,          0,          2,    8071123,       2200,          0,        180,          0,          0,          0, 
908 :          @,          0,          1,          0,          3,    8071128,       1600,        600,        180,          0,          0,          0, 
909 : QE0270_004_BTL,          2,          0,          8,          0,        -10,      -1000,          0,          0,          0,          0,          0, 
910 :          @,          0,          0,          0,          1,        -11,      -1600,       -600,          0,          0,          0,          0, 
911 :          @,          0,          0,          0,          2,        -12,      -1600,        600,          0,          0,          0,          0, 
912 :          @,          0,          0,          0,          3,        -13,      -2200,       1800,          0,          0,          0,          0, 
913 :          @,          0,          0,          0,          4,        -14,      -2200,      -1200,          0,          0,          0,          0, 
914 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,          0,          0,          0,          0, 
915 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
916 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
917 :          @,          0,          1,          4,          0,    8071133,       1000,          0,        180,          0,          0,          0, 
918 :          @,          0,          1,          0,          1,    8071138,       1600,      -1200,        180,          0,          0,          0, 
919 :          @,          0,          1,          0,          2,    8071143,       2200,          0,        180,          0,          0,          0, 
920 :          @,          0,          1,          0,          3,    8071148,       1600,        600,        180,          0,          0,          0, 
921 : QE0310_001_BTL,          2,          0,          8,          0,        -10,      -1000,          0,          0,          0,          0,          0, 
922 :          @,          0,          0,          0,          1,        -11,      -1600,       -600,          0,          0,          0,          0, 
923 :          @,          0,          0,          0,          2,        -12,      -1600,        600,          0,          0,          0,          0, 
924 :          @,          0,          0,          0,          3,        -13,      -2200,       1800,          0,          0,          0,          0, 
925 :          @,          0,          0,          0,          4,        -14,      -2200,      -1200,          0,          0,          0,          0, 
926 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,          0,          0,          0,          0, 
927 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
928 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
929 :          @,          0,          1,          3,          0,    8071153,       1000,          0,        180,          0,          0,          0, 
930 :          @,          0,          1,          0,          1,    8071158,       1600,       -600,        180,          0,          0,          0, 
931 :          @,          0,          1,          0,          2,    8071163,       1600,        600,        180,          0,          0,          0, 
932 : QE0310_002_BTL,          2,          0,          8,          0,        -10,      -1000,          0,          0,          0,          0,          0, 
933 :          @,          0,          0,          0,          1,        -11,      -1600,       -600,          0,          0,          0,          0, 
934 :          @,          0,          0,          0,          2,        -12,      -1600,        600,          0,          0,          0,          0, 
935 :          @,          0,          0,          0,          3,        -13,      -2200,       1800,          0,          0,          0,          0, 
936 :          @,          0,          0,          0,          4,        -14,      -2200,      -1200,          0,          0,          0,          0, 
937 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,          0,          0,          0,          0, 
938 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
939 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
940 :          @,          0,          1,          3,          0,    8071168,       1000,          0,        180,          0,          0,          0, 
941 :          @,          0,          1,          0,          1,    8071173,       1600,       -600,        180,          0,          0,          0, 
942 :          @,          0,          1,          0,          2,    8071178,       1600,        600,        180,          0,          0,          0, 
943 : QE0310_003_BTL,          2,          0,          8,          0,        -10,      -1000,          0,          0,          0,          0,          0, 
944 :          @,          0,          0,          0,          1,        -11,      -1600,       -600,          0,          0,          0,          0, 
945 :          @,          0,          0,          0,          2,        -12,      -1600,        600,          0,          0,          0,          0, 
946 :          @,          0,          0,          0,          3,        -13,      -2200,       1800,          0,          0,          0,          0, 
947 :          @,          0,          0,          0,          4,        -14,      -2200,      -1200,          0,          0,          0,          0, 
948 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,          0,          0,          0,          0, 
949 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
950 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
951 :          @,          0,          1,          3,          0,    8071183,       1000,          0,        180,          0,          0,          0, 
952 :          @,          0,          1,          0,          1,    8071188,       1600,       -600,        180,          0,          0,          0, 
953 :          @,          0,          1,          0,          2,    8071193,       1600,        600,        180,          0,          0,          0, 
954 : QE0320_001_BTL,          2,          0,          8,          0,        -10,      -1000,          0,          0,          0,          0,          0, 
955 :          @,          0,          0,          0,          1,        -11,       -600,      -1200,          0,          0,          0,          0, 
956 :          @,          0,          0,          0,          2,        -12,       -600,       1200,          0,          0,          0,          0, 
957 :          @,          0,          0,          0,          3,        -13,      -1600,        600,          0,          0,          0,          0, 
958 :          @,          0,          0,          0,          4,        -14,      -1600,       -600,          0,          0,          0,          0, 
959 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,          0,          0,          0,          0, 
960 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
961 :          @,          0,          0,          0,          7,        -17,      -2200,          0,          0,          0,          0,          0, 
962 :          @,          0,          1,          1,          0,    8071198,       2000,          0,        180,          0,          0,          0, 
963 : QE0480_001_BTL,          2,          0,          8,          0,        -10,          0,      -1000,         90,          0,          0,          0, 
964 :          @,          0,          0,          0,          1,        -11,       -600,      -1600,         90,          0,          0,          0, 
965 :          @,          0,          0,          0,          2,        -12,      -1200,      -2200,         90,          0,          0,          0, 
966 :          @,          0,          0,          0,          3,        -13,      -1800,      -1600,         90,          0,          0,          0, 
967 :          @,          0,          0,          0,          4,        -14,        600,      -1600,         90,          0,          0,          0, 
968 :          @,          0,          0,          0,          5,        -15,       1200,      -2200,         90,          0,          0,          0, 
969 :          @,          0,          0,          0,          6,        -16,       1800,      -1600,         90,          0,          0,          0, 
970 :          @,          0,          0,          0,          7,        -17,       -600,      -2200,         90,          0,          0,          0, 
971 :          @,          0,          1,          1,          0,    8071203,          0,       1000,        270,          0,          0,          0, 
972 : QE1070_001_BTL,          2,          0,          8,          0,        -10,       1000,          0,          0,          0,          0,          0, 
973 :          @,          0,          0,          0,          1,        -11,        400,      -1200,        300,          0,          0,          0, 
974 :          @,          0,          0,          0,          2,        -12,        400,       1200,         60,          0,          0,          0, 
975 :          @,          0,          0,          0,          3,        -13,       -400,       -600,        240,          0,          0,          0, 
976 :          @,          0,          0,          0,          4,        -14,       -400,        600,        120,          0,          0,          0, 
977 :          @,          0,          0,          0,          5,        -15,       -200,       1200,        120,          0,          0,          0, 
978 :          @,          0,          0,          0,          6,        -16,        400,       1800,         60,          0,          0,          0, 
979 :          @,          0,          0,          0,          7,        -17,       -200,       -600,        240,          0,          0,          0, 
980 :          @,          0,          1,          3,          0,    8071208,       3200,          0,        180,          0,          0,          0, 
981 :          @,          0,          1,          0,          1,    8071213,      -1600,      -2200,         60,          0,          0,          0, 
982 :          @,          0,          1,          0,          2,    8071218,      -1600,       2200,        300,          0,          0,          0, 
983 : QE0080_001_BTL,          2,          0,          8,          0,        -10,      -1000,          0,          0,          0,          0,          0, 
984 :          @,          0,          0,          0,          1,        -11,      -1600,       -600,          0,          0,          0,          0, 
985 :          @,          0,          0,          0,          2,        -12,      -2200,      -1200,          0,          0,          0,          0, 
986 :          @,          0,          0,          0,          3,        -13,      -1600,      -1800,          0,          0,          0,          0, 
987 :          @,          0,          0,          0,          4,        -14,      -1600,        600,          0,          0,          0,          0, 
988 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,          0,          0,          0,          0, 
989 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
990 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
991 :          @,          0,          1,          3,          0,    8071223,       1000,          0,        180,          0,          0,          0, 
992 :          @,          0,          1,          0,          1,    8071228,       1600,      -1000,        180,          0,          0,          0, 
993 :          @,          0,          1,          0,          2,    8071233,       2200,       1200,        180,          0,          0,          0, 
994 : QE0120_001_BTL,          2,          0,          8,          0,        -10,      -1000,          0,          0,          0,          0,          0, 
995 :          @,          0,          0,          0,          1,        -11,      -1600,       -600,          0,          0,          0,          0, 
996 :          @,          0,          0,          0,          2,        -12,      -2200,      -1200,          0,          0,          0,          0, 
997 :          @,          0,          0,          0,          3,        -13,      -1600,      -1800,          0,          0,          0,          0, 
998 :          @,          0,          0,          0,          4,        -14,      -1600,        600,          0,          0,          0,          0, 
999 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,          0,          0,          0,          0, 
1000 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1001 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1002 :          @,          0,          1,          3,          0,    8071238,       2200,          0,        180,          0,          0,          0, 
1003 :          @,          0,          1,          0,          1,    8071243,       1000,      -1200,        180,          0,          0,          0, 
1004 :          @,          0,          1,          0,          2,    8071248,       1000,       1200,        180,          0,          0,          0, 
1005 : QE0440_001_BTL,          2,          0,          8,          0,        -10,      -1000,          0,          0,          0,          0,          0, 
1006 :          @,          0,          0,          0,          1,        -11,      -1600,       -600,          0,          0,          0,          0, 
1007 :          @,          0,          0,          0,          2,        -12,      -2200,      -1200,          0,          0,          0,          0, 
1008 :          @,          0,          0,          0,          3,        -13,      -1600,      -1800,          0,          0,          0,          0, 
1009 :          @,          0,          0,          0,          4,        -14,      -1600,        600,          0,          0,          0,          0, 
1010 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,          0,          0,          0,          0, 
1011 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1012 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1013 :          @,          0,          1,          5,          0,    8071253,       2200,          0,        180,          0,          0,          0, 
1014 :          @,          0,          1,          0,          1,    8071258,       1000,       -600,        180,          0,          0,          0, 
1015 :          @,          0,          1,          0,          2,    8071263,       1000,        600,        180,          0,          0,          0, 
1016 :          @,          0,          1,          0,          3,    8071268,       2800,       1800,        180,          0,          0,          0, 
1017 :          @,          0,          1,          0,          4,    8071273,       2800,      -1800,        180,          0,          0,          0, 
1018 : QE0090_001_BTL,          2,          0,          8,          0,        -10,      -4000,       1200,          0,          0,          0,          0, 
1019 :          @,          0,          0,          0,          1,        -11,      -4800,       1200,          0,          0,          0,          0, 
1020 :          @,          0,          0,          0,          2,        -12,      -5200,        400,          0,          0,          0,          0, 
1021 :          @,          0,          0,          0,          3,        -13,      -5200,       2000,          0,          0,          0,          0, 
1022 :          @,          0,          0,          0,          4,        -14,      -5600,       1200,          0,          0,          0,          0, 
1023 :          @,          0,          0,          0,          5,        -15,      -6000,        400,          0,          0,          0,          0, 
1024 :          @,          0,          0,          0,          6,        -16,      -6000,       2000,          0,          0,          0,          0, 
1025 :          @,          0,          0,          0,          7,        -17,      -4000,       2400,          0,          0,          0,          0, 
1026 :          @,          0,          1,         14,          0,    8071278,       8000,      -2100,        180,          0,          0,          0, 
1027 :          @,          0,          1,          0,          1,    8071283,       8500,      -1100,        180,          0,          0,          0, 
1028 :          @,          0,          1,          0,          2,    8071288,       3300,       2100,        180,          0,          0,          0, 
1029 :          @,          0,          1,          0,          3,    8071293,       5300,       1600,        180,          0,          0,          0, 
1030 :          @,          0,          1,          0,          4,    8071298,      -1000,      -5000,         90,          0,          0,          0, 
1031 :          @,          0,          1,          0,          5,    8071303,       4400,      -5800,         90,          1,         -1,          1, 
1032 :          @,          0,          1,          0,          6,    8071308,       6400,       8200,        270,          2,         -1,          1, 
1033 :          @,          0,          1,          0,          7,    8071313,       5600,       6700,        270,          3,         -1,          1, 
1034 :          @,          0,          1,          0,          8,    8071318,       4800,       7500,        270,          4,         -1,          1, 
1035 :          @,          0,          1,          0,          9,    8071323,       4800,      -5600,         90,          5,         -1,          1, 
1036 :          @,          0,          1,          0,         10,    8071328,       4000,      -6200,         90,          6,         -1,          1, 
1037 :          @,          0,          1,          0,         11,    8071333,       9300,      -4200,        180,          7,         -1,          1, 
1038 :          @,          0,          1,          0,         12,    8071338,       8300,      -4500,        180,          8,         -1,          1, 
1039 :          @,          0,          1,          0,         13,    8071343,       9000,      -3200,        180,          9,         -1,          1, 
1040 : QE1230_001_BTL,          2,          0,          8,          0,        -10,      -5200,       2900,        315,          0,          0,          0, 
1041 :          @,          0,          0,          0,          1,        -11,      -6400,       2900,        315,          0,          0,          0, 
1042 :          @,          0,          0,          0,          2,        -12,      -4400,       3700,        315,          0,          0,          0, 
1043 :          @,          0,          0,          0,          3,        -13,      -6300,       4100,        315,          0,          0,          0, 
1044 :          @,          0,          0,          0,          4,        -14,      -5300,       4500,        315,          0,          0,          0, 
1045 :          @,          0,          0,          0,          5,        -15,      -7300,       3600,        315,          0,          0,          0, 
1046 :          @,          0,          0,          0,          6,        -16,      -4200,       4900,        315,          0,          0,          0, 
1047 :          @,          0,          0,          0,          7,        -17,          0,          0,          0,          0,          0,          0, 
1048 :          @,          0,          1,         18,          0,    8071348,      -4400,      -9000,        135,          0,          0,          0, 
1049 :          @,          0,          1,          0,          1,    8071353,       2400,      -7500,        135,          0,          0,          0, 
1050 :          @,          0,          1,          0,          2,    8071358,       3100,      -6000,        135,          0,          0,          0, 
1051 :          @,          0,          1,          0,          3,    8071363,      -5300,     -10000,        135,          0,          0,          0, 
1052 :          @,          0,          1,          0,          4,    8071368,      -3200,      -9800,        135,          0,          0,          0, 
1053 :          @,          0,          1,          0,          5,    8071373,       3700,      -7300,        135,          0,          0,          0, 
1054 :          @,          0,          1,          0,          6,    8071378,       4500,      -8500,        135,          0,          0,          0, 
1055 :          @,          0,          1,          0,          7,    8071383,        800,       -600,        270,          1,         -1,          1, 
1056 :          @,          0,          1,          0,          8,    8071388,      -9400,     -11900,          0,          2,         -1,          1, 
1057 :          @,          0,          1,          0,          9,    8071393,       1700,        400,        270,          3,         -1,          1, 
1058 :          @,          0,          1,          0,         10,    8071398,     -10400,     -12800,          0,          4,         -1,          1, 
1059 :          @,          0,          1,          0,         11,    8071403,      -6300,       3400,        315,          5,         -1,          1, 
1060 :          @,          0,          1,          0,         12,    8071408,      -4800,       3900,        315,          6,         -1,          1, 
1061 :          @,          0,          1,          0,         13,    8071413,      -6000,       5100,        315,          7,         -1,          1, 
1062 :          @,          0,          1,          0,         14,    8071418,      -7400,       4400,        315,          8,         -1,          1, 
1063 :          @,          0,          1,          0,         15,    8071423,      -4400,       5400,        315,          9,         -1,          1, 
1064 :          @,          0,          1,          0,         16,    8071428,      -7000,       6000,        315,         10,         -1,          1, 
1065 :          @,          0,          1,          0,         17,    8071433,      -5600,       6400,        315,         11,         -1,          1, 
1066 : QE0140_001_BTL,          2,          0,          8,          0,        -10,      -1000,          0,          0,          0,          0,          0, 
1067 :          @,          0,          0,          0,          1,        -11,      -1600,       -600,          0,          0,          0,          0, 
1068 :          @,          0,          0,          0,          2,        -12,      -2200,      -1200,          0,          0,          0,          0, 
1069 :          @,          0,          0,          0,          3,        -13,      -1600,      -1800,          0,          0,          0,          0, 
1070 :          @,          0,          0,          0,          4,        -14,      -1600,        600,          0,          0,          0,          0, 
1071 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,          0,          0,          0,          0, 
1072 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1073 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1074 :          @,          0,          1,          6,          0,    8071438,       1600,          0,        180,          0,          0,          0, 
1075 :          @,          0,          1,          0,          1,    8071443,       2600,       -900,        180,          0,          0,          0, 
1076 :          @,          0,          1,          0,          2,    8071448,       1200,      -1200,        180,          0,          0,          0, 
1077 :          @,          0,          1,          0,          3,    8071453,        200,          0,        180,          0,          0,          0, 
1078 :          @,          0,          1,          0,          4,    8071458,       1200,       1200,        180,          0,          0,          0, 
1079 :          @,          0,          1,          0,          5,    8071463,       2600,        900,        180,          0,          0,          0, 
1080 : QE0190_001_BTL,          2,          0,          8,          0,        -10,      -1200,          0,          0,          0,          0,          0, 
1081 :          @,          0,          0,          0,          1,        -11,      -1600,      -1200,        345,          0,          0,          0, 
1082 :          @,          0,          0,          0,          2,        -12,      -1600,       1200,         15,          0,          0,          0, 
1083 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,        345,          0,          0,          0, 
1084 :          @,          0,          0,          0,          4,        -14,      -2200,        600,         15,          0,          0,          0, 
1085 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,         15,          0,          0,          0, 
1086 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,         15,          0,          0,          0, 
1087 :          @,          0,          0,          0,          7,        -17,       -200,       -600,        345,          0,          0,          0, 
1088 :          @,          0,          1,          3,          0,    8071468,       1000,          0,        180,          0,          0,          0, 
1089 :          @,          0,          1,          0,          1,    8071473,        200,      -1800,        150,          0,          0,          0, 
1090 :          @,          0,          1,          0,          2,    8071478,        200,       1800,        210,          0,          0,          0, 
1091 : QE0190_002_BTL,          2,          0,          8,          0,        -10,      -1200,          0,          0,          0,          0,          0, 
1092 :          @,          0,          0,          0,          1,        -11,      -1600,      -1200,        345,          0,          0,          0, 
1093 :          @,          0,          0,          0,          2,        -12,      -1600,       1200,         15,          0,          0,          0, 
1094 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,        345,          0,          0,          0, 
1095 :          @,          0,          0,          0,          4,        -14,      -2200,        600,         15,          0,          0,          0, 
1096 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,         15,          0,          0,          0, 
1097 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,         15,          0,          0,          0, 
1098 :          @,          0,          0,          0,          7,        -17,       -200,       -600,        345,          0,          0,          0, 
1099 :          @,          0,          1,          3,          0,    8071483,        200,       1800,        210,          0,          0,          0, 
1100 :          @,          0,          1,          0,          1,    8071488,        200,      -1800,        150,          0,          0,          0, 
1101 :          @,          0,          1,          0,          2,    8071493,       1000,          0,        180,          0,          0,          0, 
1102 : QE0190_003_BTL,          2,          0,          8,          0,        -10,      -1200,          0,          0,          0,          0,          0, 
1103 :          @,          0,          0,          0,          1,        -11,      -1600,      -1200,        345,          0,          0,          0, 
1104 :          @,          0,          0,          0,          2,        -12,      -1600,       1200,         15,          0,          0,          0, 
1105 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,        345,          0,          0,          0, 
1106 :          @,          0,          0,          0,          4,        -14,      -2200,        600,         15,          0,          0,          0, 
1107 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,         15,          0,          0,          0, 
1108 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,         15,          0,          0,          0, 
1109 :          @,          0,          0,          0,          7,        -17,       -200,       -600,        345,          0,          0,          0, 
1110 :          @,          0,          1,          3,          0,    8071498,       1000,          0,        180,          0,          0,          0, 
1111 :          @,          0,          1,          0,          1,    8071503,        200,      -1800,        150,          0,          0,          0, 
1112 :          @,          0,          1,          0,          2,    8071508,        200,       1800,        210,          0,          0,          0, 
1113 : QE0190_004_BTL,          2,          0,          8,          0,        -10,      -1200,          0,          0,          0,          0,          0, 
1114 :          @,          0,          0,          0,          1,        -11,      -1600,      -1200,        345,          0,          0,          0, 
1115 :          @,          0,          0,          0,          2,        -12,      -1600,       1200,         15,          0,          0,          0, 
1116 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,        345,          0,          0,          0, 
1117 :          @,          0,          0,          0,          4,        -14,      -2200,        600,         15,          0,          0,          0, 
1118 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,         15,          0,          0,          0, 
1119 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,         15,          0,          0,          0, 
1120 :          @,          0,          0,          0,          7,        -17,       -200,       -600,        345,          0,          0,          0, 
1121 :          @,          0,          1,          3,          0,    8071513,       1000,          0,        180,          0,          0,          0, 
1122 :          @,          0,          1,          0,          1,    8071518,        200,      -1800,        150,          0,          0,          0, 
1123 :          @,          0,          1,          0,          2,    8071523,        200,       1800,        210,          0,          0,          0, 
1124 : QE0190_005_BTL,          2,          0,          8,          0,        -10,      -1200,          0,          0,          0,          0,          0, 
1125 :          @,          0,          0,          0,          1,        -11,      -1600,      -1200,        345,          0,          0,          0, 
1126 :          @,          0,          0,          0,          2,        -12,      -1600,       1200,         15,          0,          0,          0, 
1127 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,        345,          0,          0,          0, 
1128 :          @,          0,          0,          0,          4,        -14,      -2200,        600,         15,          0,          0,          0, 
1129 :          @,          0,          0,          0,          5,        -15,      -2200,       1200,         15,          0,          0,          0, 
1130 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,         15,          0,          0,          0, 
1131 :          @,          0,          0,          0,          7,        -17,       -200,       -600,        345,          0,          0,          0, 
1132 :          @,          0,          1,          3,          0,    8071528,       1000,          0,        180,          0,          0,          0, 
1133 :          @,          0,          1,          0,          1,    8071533,        200,      -1800,        150,          0,          0,          0, 
1134 :          @,          0,          1,          0,          2,    8071538,        200,       1800,        210,          0,          0,          0, 
1135 : QE0300_001_BTL,          2,          0,          8,          0,        -10,       1000,          0,        300,          0,          0,          0, 
1136 :          @,          0,          0,          0,          1,        -11,        400,      -1200,        300,          0,          0,          0, 
1137 :          @,          0,          0,          0,          2,        -12,       -200,        600,        100,          0,          0,          0, 
1138 :          @,          0,          0,          0,          3,        -13,       -200,      -1200,        260,          0,          0,          0, 
1139 :          @,          0,          0,          0,          4,        -14,        400,        600,         75,          0,          0,          0, 
1140 :          @,          0,          0,          0,          5,        -15,       -200,       1200,        300,          0,          0,          0, 
1141 :          @,          0,          0,          0,          6,        -16,        400,       1800,         75,          0,          0,          0, 
1142 :          @,          0,          0,          0,          7,        -17,       -200,       -600,        260,          0,          0,          0, 
1143 :          @,          0,          1,          5,          0,    8071543,          0,      -3200,        105,          0,          0,          0, 
1144 :          @,          0,          1,          0,          1,    8071548,       1200,      -2200,         90,          0,          0,          0, 
1145 :          @,          0,          1,          0,          2,    8071553,      -1200,      -2200,         75,          0,          0,          0, 
1146 :          @,          0,          1,          0,          3,    8071558,       1200,       2600,        255,          0,          0,          0, 
1147 :          @,          0,          1,          0,          4,    8071563,      -1200,       2200,        285,          0,          0,          0, 
1148 : QE0300_002_BTL,          2,          0,          8,          0,        -10,       1000,          0,        300,          0,          0,          0, 
1149 :          @,          0,          0,          0,          1,        -11,        400,      -1200,        300,          0,          0,          0, 
1150 :          @,          0,          0,          0,          2,        -12,       -200,        600,        100,          0,          0,          0, 
1151 :          @,          0,          0,          0,          3,        -13,       -200,      -1200,        260,          0,          0,          0, 
1152 :          @,          0,          0,          0,          4,        -14,        400,        600,         75,          0,          0,          0, 
1153 :          @,          0,          0,          0,          5,        -15,       -200,       1200,        300,          0,          0,          0, 
1154 :          @,          0,          0,          0,          6,        -16,        400,       1800,         75,          0,          0,          0, 
1155 :          @,          0,          0,          0,          7,        -17,       -200,       -600,        260,          0,          0,          0, 
1156 :          @,          0,          1,          5,          0,    8071568,          0,      -3200,        105,          0,          0,          0, 
1157 :          @,          0,          1,          0,          1,    8071573,       1200,      -2200,         90,          0,          0,          0, 
1158 :          @,          0,          1,          0,          2,    8071578,      -1200,      -2200,         75,          0,          0,          0, 
1159 :          @,          0,          1,          0,          3,    8071583,       1200,       2600,        255,          0,          0,          0, 
1160 :          @,          0,          1,          0,          4,    8071588,      -1200,       2200,        285,          0,          0,          0, 
1161 : QE0300_003_BTL,          2,          0,          8,          0,        -10,       1000,          0,        300,          0,          0,          0, 
1162 :          @,          0,          0,          0,          1,        -11,        400,      -1200,        300,          0,          0,          0, 
1163 :          @,          0,          0,          0,          2,        -12,       -200,        600,        100,          0,          0,          0, 
1164 :          @,          0,          0,          0,          3,        -13,       -200,      -1200,        260,          0,          0,          0, 
1165 :          @,          0,          0,          0,          4,        -14,        400,        600,         75,          0,          0,          0, 
1166 :          @,          0,          0,          0,          5,        -15,       -200,       1200,        300,          0,          0,          0, 
1167 :          @,          0,          0,          0,          6,        -16,        400,       1800,         75,          0,          0,          0, 
1168 :          @,          0,          0,          0,          7,        -17,       -200,       -600,        260,          0,          0,          0, 
1169 :          @,          0,          1,          5,          0,    8071593,          0,      -3200,        105,          0,          0,          0, 
1170 :          @,          0,          1,          0,          1,    8071598,       1200,      -2200,         90,          0,          0,          0, 
1171 :          @,          0,          1,          0,          2,    8071603,      -1200,      -2200,         75,          0,          0,          0, 
1172 :          @,          0,          1,          0,          3,    8071608,       1200,       2600,        255,          0,          0,          0, 
1173 :          @,          0,          1,          0,          4,    8071613,      -1200,       2200,        285,          0,          0,          0, 
1174 : QE0300_004_BTL,          2,          0,          8,          0,        -10,       1000,          0,        300,          0,          0,          0, 
1175 :          @,          0,          0,          0,          1,        -11,        400,      -1200,        300,          0,          0,          0, 
1176 :          @,          0,          0,          0,          2,        -12,       -200,        600,        100,          0,          0,          0, 
1177 :          @,          0,          0,          0,          3,        -13,       -200,      -1200,        260,          0,          0,          0, 
1178 :          @,          0,          0,          0,          4,        -14,        400,        600,         75,          0,          0,          0, 
1179 :          @,          0,          0,          0,          5,        -15,       -200,       1200,        300,          0,          0,          0, 
1180 :          @,          0,          0,          0,          6,        -16,        400,       1800,         75,          0,          0,          0, 
1181 :          @,          0,          0,          0,          7,        -17,       -200,       -600,        260,          0,          0,          0, 
1182 :          @,          0,          1,          5,          0,    8071618,          0,      -3200,        105,          0,          0,          0, 
1183 :          @,          0,          1,          0,          1,    8071623,       1200,      -2200,         90,          0,          0,          0, 
1184 :          @,          0,          1,          0,          2,    8071628,      -1200,      -2200,         75,          0,          0,          0, 
1185 :          @,          0,          1,          0,          3,    8071633,       1200,       2600,        255,          0,          0,          0, 
1186 :          @,          0,          1,          0,          4,    8071638,      -1200,       2200,        285,          0,          0,          0, 
1187 : QE0330_001_BTL,          2,          0,          8,          0,        -10,      -1600,          0,          0,          0,          0,          0, 
1188 :          @,          0,          0,          0,          1,        -11,      -1000,       -600,          0,          0,          0,          0, 
1189 :          @,          0,          0,          0,          2,        -12,      -1000,        600,          0,          0,          0,          0, 
1190 :          @,          0,          0,          0,          3,        -13,      -2200,      -1200,          0,          0,          0,          0, 
1191 :          @,          0,          0,          0,          4,        -14,      -2200,       1200,          0,          0,          0,          0, 
1192 :          @,          0,          0,          0,          5,        -15,      -2200,       1800,          0,          0,          0,          0, 
1193 :          @,          0,          0,          0,          6,        -16,      -1600,       1800,          0,          0,          0,          0, 
1194 :          @,          0,          0,          0,          7,        -17,      -2200,       -600,          0,          0,          0,          0, 
1195 :          @,          0,          1,          5,          0,    8071658,       1000,          0,        180,          0,          0,          0, 
1196 :          @,          0,          1,          0,          1,    8071663,       1600,      -1800,        180,          0,          0,          0, 
1197 :          @,          0,          1,          0,          2,    8071668,       2200,       -600,        180,          0,          0,          0, 
1198 :          @,          0,          1,          0,          3,    8071673,       2200,        600,        180,          0,          0,          0, 
