           km_,      km_id,     km_num, km_get_flag, km_menu_sort_id, km_list_top_mark, 
800 : salvage_dish_002,    9044314,         59,          3,       8537,          0, 
801 : salvage_dish_005,    9044315,         18,          3,       8538,          0, 
802 : salvage_dish_006,    9044316,         33,          3,       8539,          0, 
803 : salvage_dish_008,    9044317,         10,          3,       8540,          0, 
804 : salvage_coin_001,    9044318,         75,         27,       8541,          0, 
805 : salvage_coin_003,    9044319,         90,          3,       8542,          0, 
806 : salvage_coin_004,    9044320,         10,          3,       8543,          0, 
807 : salvage_coin_006,    9044321,        100,          3,       8544,          0, 
808 : salvage_coin_007,    9044322,         31,          3,       8545,          0, 
809 : salvage_coin_008,    9044323,        100,          3,       8546,          0, 
810 : plant_root_002,    9044324,        100,          3,       8547,          0, 
811 : plant_root_005,    9044325,        100,          3,       8548,          0, 
812 : plant_root_007,    9044326,        100,          3,       8549,          0, 
813 : plant_grass_001,    9044327,        100,          3,       8550,          0, 
814 : plant_grass_004,    9044328,        100,          3,       8551,          0, 
815 : plant_grass_006,    9044329,         38,          3,       8552,          0, 
816 : plant_string_001,    9044330,         54,         15,       8553,          0, 
817 : plant_string_003,    9044331,        100,          3,       8554,          0, 
818 : plant_string_005,    9044332,        100,          3,       8555,          0, 
819 : plant_string_008,    9044333,        100,          3,       8556,          0, 
820 : plant_fruit_002,    9044334,        100,          3,       8557,          0, 
821 : plant_fruit_004,    9044335,        100,          3,       8558,          0, 
822 : plant_fruit_007,    9044336,         79,          3,       8559,          0, 
823 : plant_bloom_003,    9044337,         11,          3,       8560,          0, 
824 : plant_bloom_005,    9044338,        100,          3,       8561,          0, 
825 : plant_bloom_007,    9044339,         19,          3,       8562,          0, 
826 : plant_wood_001,    9044340,        100,          3,       8563,          0, 
827 : plant_wood_003,    9044341,        100,          3,       8564,          0, 
828 : plant_wood_004,    9044342,         80,          9,       8565,          0, 
829 : plant_wood_006,    9044343,         94,          3,       8566,          0, 
830 : plant_wood_008,    9044344,        100,          3,       8567,          0, 
831 : plant_seed_001,    9044345,         36,          3,       8568,          0, 
832 : plant_seed_002,    9044346,         56,          3,       8569,          0, 
833 : plant_seed_007,    9044347,        100,          3,       8570,          0, 
834 : plant_leaf_002,    9044348,        100,          3,       8571,          0, 
835 : plant_leaf_004,    9044349,        100,          3,       8572,          0, 
836 : plant_leaf_005,    9044350,        100,          3,       8573,          0, 
837 : plant_cotton_003,    9044351,        100,          3,       8574,          0, 
838 : plant_cotton_005,    9044352,         53,          3,       8575,          0, 
839 : plant_cotton_007,    9044353,        100,          3,       8576,          0, 
840 : nature_water_002,    9044354,        100,          3,       8577,          0, 
841 : nature_water_004,    9044355,        100,          3,       8578,          0, 
842 : nature_water_005,    9044356,         49,          9,       8579,          0, 
843 : nature_water_007,    9044357,        100,          3,       8580,          0, 
844 : nature_oil_001,    9044358,        100,          3,       8581,          0, 
845 : nature_oil_004,    9044359,        100,          3,       8582,          0, 
846 : nature_oil_006,    9044360,        100,          3,       8583,          0, 
847 : nature_oil_008,    9044361,        100,          3,       8584,          0, 
848 : nature_gas_003,    9044362,         21,          3,       8585,          0, 
849 : nature_gas_005,    9044363,        100,          3,       8586,          0, 
850 : nature_gas_007,    9044364,         50,          3,       8587,          0, 
851 : nature_shell_002,    9044365,        100,          3,       8588,          0, 
852 : nature_shell_004,    9044366,        100,          3,       8589,          0, 
853 : nature_shell_006,    9044367,         78,          3,       8590,          0, 
854 : nature_shell_008,    9044368,        100,          3,       8591,          0, 
855 : nature_bug_003,    9044369,         79,         15,       8592,          0, 
856 : nature_bug_005,    9044370,         30,          5,       8593,          0, 
857 : nature_bug_008,    9044371,         35,          3,       8594,          0, 
858 : nature_cloth_003,    9044372,        100,          3,       8595,          0, 
859 : nature_cloth_005,    9044373,        100,          3,       8596,          0, 
860 : nature_cloth_006,    9044374,        100,          3,       8597,          0, 
861 : nature_cloth_007,    9044375,        100,          3,       8598,          0, 
862 : brute_carapace_003,    9044376,        100,          3,       8599,          0, 
863 : brute_carapace_005,    9044377,        100,          3,       8600,          0, 
864 : brute_carapace_008,    9044378,        100,          3,       8601,          0, 
865 : brute_husk_002,    9044379,        100,          3,       8602,          0, 
866 : brute_husk_004,    9044380,        100,          3,       8603,          0, 
867 : brute_husk_007,    9044381,        100,          3,       8604,          0, 
868 : brute_coat_001,    9044382,         63,          3,       8605,          0, 
869 : brute_coat_004,    9044383,        100,          3,       8606,          0, 
870 : brute_shuck_002,    9044384,        100,          3,       8607,          0, 
871 : brute_shuck_005,    9044385,        100,          3,       8608,          0, 
872 : brute_fur_001,    9044386,        100,          3,       8609,          0, 
873 : brute_fur_003,    9044387,        100,          3,       8610,          0, 
874 : brute_fur_006,    9044388,        100,          3,       8611,          0, 
875 : brute_leather_002,    9044389,        100,          3,       8612,          0, 
876 : brute_leather_004,    9044390,        100,          3,       8613,          0, 
877 : brute_leather_007,    9044391,        100,          3,       8614,          0, 
878 : brute_squama_002,    9044392,        100,          3,       8615,          0, 
879 : brute_squama_005,    9044393,         71,          3,       8616,          0, 
880 : brute_squama_007,    9044394,         83,          3,       8617,          0, 
881 : brute_angle_001,    9044395,        100,          3,       8618,          0, 
882 : brute_angle_003,    9044396,         49,          3,       8619,          0, 
883 : brute_fang_001,    9044397,        100,          3,       8620,          0, 
884 : brute_fang_004,    9044398,        100,          3,       8621,          0, 
885 : brute_bone_001,    9044399,        100,          3,       8622,          0, 
886 : brute_bone_003,    9044400,         97,          3,       8623,          0, 
887 : brute_bone_004,    9044401,        100,          3,       8624,          0, 
888 : brute_bone_006,    9044402,        100,          3,       8625,          0, 
889 : brute_bone_008,    9044403,        100,          3,       8626,          0, 
890 : brute_claw_002,    9044404,        100,          3,       8627,          0, 
891 : brute_claw_007,    9044405,        100,          3,       8628,          0, 
892 : brute_feather_001,    9044406,        100,          3,       8629,          0, 
893 : brute_feather_003,    9044407,        100,          3,       8630,          0, 
894 : brute_feather_006,    9044408,        100,          3,       8631,          0, 
895 : brute_flesh_002,    9044409,        100,          3,       8632,          0, 
896 : brute_flesh_005,    9044410,        100,          3,       8633,          0, 
897 : brute_humoral_001,    9044411,         95,          3,       8634,          0, 
898 : brute_humoral_003,    9044412,         57,          3,       8635,          0, 
899 : brute_humoral_004,    9044413,        100,          3,       8636,          0, 
900 : brute_humoral_007,    9044414,         49,          3,       8637,          0, 
901 : brute_egg_001,    9044415,        100,          3,       8638,          0, 
902 : brute_egg_003,    9044416,         40,          3,       8639,          0, 
903 : brute_egg_005,    9044417,        100,          3,       8640,          0, 
904 : monster_carapace_004,    9044418,         69,          3,       8661,          0, 
905 : monster_husk_002,    9044419,        100,          3,       8645,          0, 
906 : monster_husk_004,    9044420,        100,          3,       8662,          0, 
907 : monster_husk_010,    9044421,         16,          3,       8684,          0, 
908 : monster_husk_011,    9044422,         29,          3,       8694,          0, 
909 : monster_coat_002,    9044423,         76,          3,       8646,          0, 
910 : monster_coat_013,    9044424,         14,          3,       8707,          0, 
911 : monster_shuck_001,    9044425,        100,          3,       8641,          0, 
912 : monster_shuck_006,    9044426,        100,          3,       8667,          0, 
913 : monster_shuck_007,    9044427,        100,          3,       8672,          0, 
914 : monster_shuck_009,    9044428,         43,          5,       8677,          0, 
915 : monster_shuck_010,    9044429,         10,          3,       8685,          0, 
916 : monster_shuck_012,    9044430,         12,          3,       8701,          0, 
917 : monster_shuck_013,    9044431,         28,          3,       8708,          0, 
918 : monster_fur_002,    9044432,         67,          3,       8647,          0, 
919 : monster_leather_001,    9044433,         57,          3,       8642,          0, 
920 : monster_leather_002,    9044434,        100,          3,       8648,          0, 
921 : monster_leather_009,    9044435,         25,          3,       8678,          0, 
922 : monster_leather_010,    9044436,         26,          3,       8686,          0, 
923 : monster_leather_013,    9044437,        100,          3,       8709,          0, 
924 : monster_squama_002,    9044438,        100,          3,       8649,          0, 
925 : monster_squama_009,    9044439,          8,          3,       8679,          0, 
926 : monster_squama_010,    9044440,         48,          3,       8687,          0, 
927 : monster_angle_002,    9044441,        100,          3,       8650,          0, 
928 : monster_angle_013,    9044442,         16,          3,       8710,          0, 
929 : monster_fang_002,    9044443,        100,          3,       8651,          0, 
930 : monster_fang_003,    9044444,          3,          3,       8655,          0, 
931 : monster_fang_007,    9044445,         32,          3,       8673,          0, 
932 : monster_fang_009,    9044446,         15,          3,       8680,          0, 
933 : monster_fang_010,    9044447,        100,          3,       8688,          0, 
934 : monster_fang_011,    9044448,         44,          3,       8695,          0, 
935 : monster_fang_013,    9044449,          7,          3,       8711,          0, 
936 : monster_bone_001,    9044450,        100,          3,       8643,          0, 
937 : monster_bone_002,    9044451,        100,          3,       8652,          0, 
938 : monster_bone_003,    9044452,          7,          3,       8656,          0, 
939 : monster_bone_009,    9044453,         20,          3,       8681,          0, 
940 : monster_bone_010,    9044454,         24,          3,       8689,          0, 
941 : monster_bone_011,    9044455,         36,          3,       8696,          0, 
942 : monster_bone_012,    9044456,         18,          3,       8702,          0, 
943 : monster_bone_013,    9044457,         31,          3,       8712,          0, 
944 : monster_claw_001,    9044458,         40,          3,       8644,          0, 
945 : monster_claw_002,    9044459,        100,          3,       8653,          0, 
946 : monster_claw_003,    9044460,         22,          3,       8657,          0, 
947 : monster_claw_004,    9044461,        100,          3,       8663,          0, 
948 : monster_claw_009,    9044462,         27,          3,       8682,          0, 
949 : monster_claw_010,    9044463,         24,          3,       8690,          0, 
950 : monster_claw_011,    9044464,         10,          3,       8697,          0, 
951 : monster_claw_012,    9044465,        100,          3,       8703,          0, 
952 : monster_claw_013,    9044466,         28,          3,       8713,          0, 
953 : monster_feather_003,    9044467,        100,          3,       8658,          0, 
954 : monster_feather_005,    9044468,         50,          3,       8665,          0, 
955 : monster_feather_006,    9044469,          6,          3,       8668,          0, 
956 : monster_wing_003,    9044470,         51,          3,       8659,          0, 
957 : monster_wing_006,    9044471,         92,          3,       8669,          0, 
958 : monster_wing_010,    9044472,         14,          3,       8691,          0, 
959 : monster_wing_011,    9044473,         41,          3,       8698,          0, 
960 : monster_wing_012,    9044474,         76,          9,       8704,          0, 
961 : monster_wing_013,    9044475,          9,          3,       8714,          0, 
962 : monster_flesh_002,    9044476,        100,          3,       8654,          0, 
963 : monster_flesh_003,    9044477,         48,          3,       8660,          0, 
964 : monster_flesh_006,    9044478,         13,          3,       8670,          0, 
965 : monster_flesh_007,    9044479,         37,          3,       8674,          0, 
966 : monster_flesh_009,    9044480,         14,          3,       8683,          0, 
967 : monster_flesh_010,    9044481,        100,          3,       8692,          0, 
968 : monster_flesh_011,    9044482,         35,          3,       8699,          0, 
969 : monster_flesh_012,    9044483,         42,          3,       8705,          0, 
970 : monster_flesh_013,    9044484,        100,          3,       8715,          0, 
971 : monster_humoral_004,    9044485,         32,          3,       8664,          0, 
972 : monster_humoral_005,    9044486,        100,          3,       8666,          0, 
973 : monster_humoral_006,    9044487,         42,          3,       8671,          0, 
974 : monster_humoral_007,    9044488,         44,          3,       8675,          0, 
975 : monster_humoral_008,    9044489,        100,          3,       8676,          0, 
976 : monster_humoral_010,    9044490,         15,          3,       8693,          0, 
977 : monster_humoral_011,    9044491,         97,          3,       8700,          0, 
978 : monster_humoral_012,    9044492,         30,          3,       8706,          0, 
979 : monster_humoral_013,    9044493,        100,          3,       8716,          0, 
980 : breed_001_normal_001,    9044494,         73,          3,       8717,          0, 
981 : breed_001_normal_002,    9044495,         45,          3,       8718,          0, 
982 : breed_001_normal_003,    9044496,        100,          3,       8719,          0, 
983 : breed_001_normal_004,    9044497,        100,          3,       8720,          0, 
984 : breed_001_normal_005,    9044498,        100,          3,       8721,          0, 
985 : breed_001_normal_006,    9044499,        100,          3,       8722,          0, 
986 : breed_001_uniq_001,    9044500,          2,          3,       8723,          0, 
987 : breed_001_uniq_002,    9044501,         28,          3,       8724,          0, 
988 : breed_001_uniq_003,    9044502,         20,          3,       8725,          0, 
989 : breed_001_uniq_004,    9044503,          3,          3,       8726,          0, 
990 : breed_001_uniq_005,    9044504,          2,          3,       8727,          0, 
991 : breed_001_uniq_006,    9044505,         10,          3,       8728,          0, 
992 : breed_002_normal_001,    9044506,          0,          0,       8730,          0, 
993 : breed_002_normal_002,    9044507,         10,          3,       8730,          0, 
994 : breed_002_normal_003,    9044508,         14,          3,       8731,          0, 
995 : breed_002_normal_004,    9044509,          8,          3,       8732,          0, 
996 : breed_002_normal_005,    9044510,         51,          3,       8733,          0, 
997 : breed_002_normal_006,    9044511,         20,          3,       8734,          0, 
998 : breed_002_uniq_001,    9044512,          1,          3,       8735,          0, 
999 : breed_002_uniq_002,    9044513,          0,          0,       8737,          0, 
1000 : breed_002_uniq_003,    9044514,          2,          3,       8737,          0, 
1001 : breed_003_normal_001,    9044515,         19,          1,        742,          0, 
1002 : breed_003_normal_002,    9044516,         28,          3,       8739,          0, 
1003 : breed_003_normal_003,    9044517,         62,          3,       8740,          0, 
1004 : breed_003_normal_004,    9044518,          7,          3,       8741,          0, 
1005 : breed_003_normal_005,    9044519,         53,          3,       8742,          0, 
1006 : breed_003_normal_006,    9044520,         24,          3,       8743,          0, 
1007 : breed_003_uniq_001,    9044521,          2,          3,       8744,          0, 
1008 : breed_003_uniq_002,    9044522,          2,          3,       8745,          0, 
1009 : breed_003_uniq_003,    9044523,          2,          3,       8746,          0, 
1010 : breed_003_uniq_004,    9044524,          2,          3,        744,          0, 
1011 : breed_004_normal_001,    9044525,         46,          3,       8748,          0, 
1012 : breed_004_normal_002,    9044526,         44,          3,       8749,          0, 
1013 : breed_004_normal_003,    9044527,         35,          3,       8750,          0, 
1014 : breed_004_normal_004,    9044528,         10,          3,       8751,          0, 
1015 : breed_004_normal_005,    9044529,         84,          3,       8752,          0, 
1016 : breed_004_normal_006,    9044530,         33,          3,       8753,          0, 
1017 : breed_004_uniq_001,    9044531,          4,          3,       8754,          0, 
1018 : breed_004_uniq_002,    9044532,          4,          3,       8755,          0, 
1019 : breed_004_uniq_003,    9044533,          8,          3,       8756,          0, 
1020 : breed_004_uniq_005,    9044534,          3,          3,       8757,          0, 
1021 : breed_005_normal_001,    9044535,         11,          3,       8758,          0, 
1022 : breed_005_normal_002,    9044536,         34,          3,       8759,          0, 
1023 : breed_005_normal_003,    9044537,         39,          3,       8760,          0, 
1024 : breed_005_normal_004,    9044538,          7,          3,       8761,          0, 
1025 : breed_005_normal_005,    9044539,         86,          3,       8762,          0, 
1026 : breed_005_normal_006,    9044540,         29,          3,       8763,          0, 
1027 : breed_005_uniq_001,    9044541,          3,          3,       8764,          0, 
1028 : breed_005_uniq_002,    9044542,          0,          0,       8766,          0, 
1029 : breed_005_uniq_003,    9044543,          2,          3,       8766,          0, 
1030 : breed_005_uniq_004,    9044544,          0,          0,       8768,          0, 
1031 : breed_005_uniq_006,    9044545,         10,          3,       8768,          0, 
1032 : breed_006_normal_001,    9044546,          3,          3,       8769,          0, 
1033 : breed_006_normal_002,    9044547,          9,          3,       8770,          0, 
1034 : breed_006_normal_003,    9044548,         34,          3,       8771,          0, 
1035 : breed_006_normal_004,    9044549,          4,          3,       8772,          0, 
1036 : breed_006_normal_005,    9044550,         64,          3,       8773,          0, 
1037 : breed_006_normal_006,    9044551,         10,          3,       8774,          0, 
1038 : breed_006_uniq_001,    9044552,          4,          3,       8775,          0, 
1039 : breed_006_uniq_002,    9044553,          2,          3,       8776,          0, 
1040 : breed_006_uniq_003,    9044554,          8,          3,       8777,          0, 
1041 : breed_007_normal_001,    9044555,         34,          1,        743,          0, 
1042 : breed_007_normal_002,    9044556,         37,          3,       8779,          0, 
1043 : breed_007_normal_003,    9044557,          7,          3,       8780,          0, 
1044 : breed_007_normal_004,    9044558,          7,          3,       8781,          0, 
1045 : breed_007_normal_005,    9044559,         59,          3,       8782,          0, 
1046 : breed_007_normal_006,    9044560,         22,          3,       8783,          0, 
1047 : breed_007_uniq_001,    9044561,          0,          0,       8785,          0, 
1048 : breed_007_uniq_002,    9044562,          3,          3,       8785,          0, 
1049 : breed_007_uniq_003,    9044563,          6,          3,       8786,          0, 
1050 : breed_007_uniq_006,    9044564,          2,          3,       8787,          0, 
1051 : breed_008_normal_001,    9044565,        100,          3,       8788,          0, 
1052 : breed_008_normal_002,    9044566,        100,          3,       8789,          0, 
1053 : breed_008_normal_003,    9044567,         19,          3,       8790,          0, 
1054 : breed_008_normal_004,    9044568,          9,          3,       8791,          0, 
1055 : breed_008_normal_005,    9044569,        100,          3,       8792,          0, 
1056 : breed_008_normal_006,    9044570,         31,          3,       8793,          0, 
1057 : breed_008_uniq_001,    9044571,         10,          3,       8794,          0, 
1058 : breed_008_uniq_002,    9044572,          0,          0,       8796,          0, 
1059 : breed_008_uniq_003,    9044573,         10,          3,       8796,          0, 
1060 : breed_009_normal_001,    9044574,         54,          3,       8797,          0, 
1061 : breed_009_normal_002,    9044575,         52,          3,       8798,          0, 
1062 : breed_009_normal_003,    9044576,         43,          3,       8799,          0, 
1063 : breed_009_normal_004,    9044577,         33,          3,       8800,          0, 
1064 : breed_009_normal_005,    9044578,         84,          3,       8801,          0, 
1065 : breed_009_normal_006,    9044579,         34,          3,       8802,          0, 
1066 : breed_009_uniq_001,    9044580,          7,          3,       8803,          0, 
1067 : breed_009_uniq_002,    9044581,          2,          3,       8804,          0, 
1068 : breed_009_uniq_003,    9044582,         21,          3,        740,          0, 
1069 : breed_009_uniq_005,    9044583,          0,          0,       8807,          0, 
1070 : breed_010_normal_001,    9044584,          0,          0,       8808,          0, 
1071 : breed_010_normal_002,    9044585,         12,          3,       8807,          0, 
1072 : breed_010_normal_003,    9044586,          8,          3,       8808,          0, 
1073 : breed_010_normal_004,    9044587,         46,          3,       8809,          0, 
1074 : breed_010_normal_005,    9044588,        100,          3,       8810,          0, 
1075 : breed_010_normal_006,    9044589,         65,          3,       8811,          0, 
1076 : breed_010_uniq_001,    9044590,          2,          3,       8812,          0, 
1077 : breed_010_uniq_002,    9044591,          1,          3,       8813,          0, 
1078 : breed_010_uniq_003,    9044592,         29,          3,       8814,          0, 
1079 : breed_011_normal_001,    9044593,        100,          3,       8815,          0, 
1080 : breed_011_normal_002,    9044594,        100,          3,       8816,          0, 
1081 : breed_011_normal_003,    9044595,         59,          3,       8817,          0, 
1082 : breed_011_normal_004,    9044596,          6,          3,       8818,          0, 
1083 : breed_011_normal_005,    9044597,        100,          3,       8819,          0, 
1084 : breed_011_normal_006,    9044598,         26,          3,       8820,          0, 
1085 : breed_011_uniq_001,    9044599,         13,          3,       8821,          0, 
1086 : breed_011_uniq_002,    9044600,         17,          3,       8822,          0, 
1087 : breed_011_uniq_003,    9044601,          6,          3,       8823,          0, 
1088 : breed_012_normal_001,    9044602,         20,          3,       8824,          0, 
1089 : breed_012_normal_002,    9044603,         16,          3,       8825,          0, 
1090 : breed_012_normal_003,    9044604,        100,          3,       8826,          0, 
1091 : breed_012_normal_004,    9044605,         42,          3,       8827,          0, 
1092 : breed_012_normal_005,    9044606,         78,          3,       8828,          0, 
1093 : breed_012_normal_006,    9044607,         25,          3,       8829,          0, 
1094 : breed_012_uniq_001,    9044608,          1,          3,       8830,          0, 
1095 : breed_012_uniq_002,    9044609,          0,          0,       8833,          0, 
1096 : breed_012_uniq_003,    9044610,         21,          3,       8832,          0, 
1097 : breed_012_uniq_004,    9044611,          2,          3,       8833,          0, 
1098 : breed_012_uniq_006,    9044612,         13,          3,       8834,          0, 
1099 : breed_013_normal_001,    9044613,         78,          3,       8835,          0, 
1100 : breed_013_normal_002,    9044614,         80,          3,       8836,          0, 
1101 : breed_013_normal_003,    9044615,         16,          3,       8837,          0, 
1102 : breed_013_normal_004,    9044616,         21,          3,       8838,          0, 
1103 : breed_013_normal_005,    9044617,         89,          3,       8839,          0, 
1104 : breed_013_normal_006,    9044618,         37,          3,       8840,          0, 
1105 : breed_013_uniq_001,    9044619,          8,          3,       8841,          0, 
1106 : breed_013_uniq_002,    9044620,          3,          3,       8842,          0, 
1107 : breed_013_uniq_003,    9044621,          7,          3,       8843,          0, 
1108 : breed_013_uniq_004,    9044622,          2,          3,       8844,          0, 
1109 : breed_014_normal_001,    9044623,         86,          3,       8845,          0, 
1110 : breed_014_normal_002,    9044624,         67,          3,       8846,          0, 
1111 : breed_014_normal_003,    9044625,          7,          3,       8847,          0, 
1112 : breed_014_normal_004,    9044626,         28,          3,       8848,          0, 
1113 : breed_014_normal_005,    9044627,        100,          3,       8849,          0, 
1114 : breed_014_normal_006,    9044628,         82,          3,       8850,          0, 
1115 : breed_014_uniq_001,    9044629,          4,          3,       8851,          0, 
1116 : breed_014_uniq_002,    9044630,         11,          3,       8852,          0, 
1117 : breed_014_uniq_003,    9044631,         30,          3,       8853,          0, 
1118 : breed_014_uniq_005,    9044632,          4,          3,       8854,          0, 
1119 : breed_015_normal_001,    9044633,          4,          3,       8855,          0, 
1120 : breed_015_normal_002,    9044634,         54,          3,       8856,          0, 
1121 : breed_015_normal_003,    9044635,         23,          3,       8857,          0, 
1122 : breed_015_normal_004,    9044636,         21,          3,       8858,          0, 
1123 : breed_015_normal_005,    9044637,         91,          3,       8859,          0, 
1124 : breed_015_normal_006,    9044638,         44,          3,       8860,          0, 
1125 : breed_015_uniq_001,    9044639,          4,          3,       8861,          0, 
1126 : breed_015_uniq_002,    9044640,          2,          3,       8862,          0, 
1127 : breed_015_uniq_003,    9044641,          8,          3,       8863,          0, 
1128 : breed_016_normal_001,    9044642,         21,          3,       8864,          0, 
1129 : breed_016_normal_002,    9044643,         95,          3,       8865,          0, 
1130 : breed_016_normal_003,    9044644,        100,          3,       8866,          0, 
1131 : breed_016_normal_004,    9044645,         50,          3,       8867,          0, 
1132 : breed_016_normal_005,    9044646,        100,          3,       8868,          0, 
1133 : breed_016_normal_006,    9044647,         44,          3,       8869,          0, 
1134 : breed_016_uniq_001,    9044648,         16,          3,       8870,          0, 
1135 : breed_016_uniq_002,    9044649,         29,          3,       8871,          0, 
1136 : breed_016_uniq_003,    9044650,          2,          3,       8872,          0, 
1137 : breed_017_normal_001,    9044651,          8,          3,       8873,          0, 
1138 : breed_017_normal_002,    9044652,         83,          3,       8874,          0, 
1139 : breed_017_normal_003,    9044653,         58,          3,       8875,          0, 
1140 : breed_017_normal_004,    9044654,         10,          3,       8876,          0, 
1141 : breed_017_normal_005,    9044655,         32,          3,       8877,          0, 
1142 : breed_017_normal_006,    9044656,         23,          3,       8878,          0, 
1143 : breed_017_uniq_001,    9044657,          8,          3,       8879,          0, 
1144 : breed_017_uniq_002,    9044658,          4,          3,       8880,          0, 
1145 : breed_017_uniq_003,    9044659,          0,          0,       8883,          0, 
1146 : breed_018_normal_001,    9044660,         19,          3,       8882,          0, 
1147 : breed_018_normal_002,    9044661,          6,          3,       8883,          0, 
1148 : breed_018_normal_003,    9044662,         62,          3,       8884,          0, 
1149 : breed_018_normal_004,    9044663,         12,          3,       8885,          0, 
1150 : breed_018_normal_005,    9044664,         75,          3,       8886,          0, 
1151 : breed_018_normal_006,    9044665,         33,          3,       8887,          0, 
1152 : breed_018_uniq_001,    9044666,          5,          3,       8888,          0, 
1153 : breed_018_uniq_002,    9044667,          0,          0,       8891,          0, 
1154 : breed_018_uniq_003,    9044668,         17,          3,       8890,          0, 
1155 : breed_018_uniq_004,    9044669,          1,          3,       8891,          0, 
1156 : breed_018_uniq_005,    9044670,          0,          0,       8894,          0, 
1157 : breed_018_uniq_006,    9044671,         11,          3,       8893,          0, 
1158 : breed_019_normal_001,    9044672,         56,          3,       8894,          0, 
1159 : breed_019_normal_002,    9044673,         27,          3,       8895,          0, 
1160 : breed_019_normal_003,    9044674,         12,          3,       8896,          0, 
1161 : breed_019_normal_004,    9044675,         15,          3,       8897,          0, 
1162 : breed_019_normal_005,    9044676,         77,          3,       8898,          0, 
1163 : breed_019_normal_006,    9044677,         32,          3,       8899,          0, 
1164 : breed_019_uniq_001,    9044678,         14,          3,       8900,          0, 
1165 : breed_019_uniq_002,    9044679,          1,          3,       8901,          0, 
1166 : breed_019_uniq_003,    9044680,         11,          3,       8902,          0, 
1167 : breed_019_uniq_007,    9044681,          5,          3,       8903,          0, 
1168 : breed_020_normal_001,    9044682,        100,          3,       8904,          0, 
1169 : breed_020_normal_002,    9044683,         82,          3,       8905,          0, 
1170 : breed_020_normal_003,    9044684,        100,          3,       8906,          0, 
1171 : breed_020_normal_004,    9044685,        100,          3,       8907,          0, 
1172 : breed_020_normal_005,    9044686,        100,          3,       8908,          0, 
1173 : breed_020_normal_006,    9044687,         77,          3,       8909,          0, 
1174 : breed_020_uniq_001,    9044688,          5,          3,       8910,          0, 
1175 : breed_020_uniq_002,    9044689,         65,          3,       8911,          0, 
1176 : breed_020_uniq_003,    9044690,          2,          3,       8912,          0, 
1177 : breed_020_uniq_005,    9044691,         23,          3,        741,          0, 
1178 : breed_021_normal_001,    9044692,         61,          3,       8913,          0, 
1179 : breed_021_normal_002,    9044693,         15,          3,       8914,          0, 
1180 : breed_021_normal_003,    9044694,         49,          3,       8915,          0, 
1181 : breed_021_normal_004,    9044695,          4,          3,       8916,          0, 
1182 : breed_021_normal_005,    9044696,        100,          3,       8917,          0, 
1183 : breed_021_normal_006,    9044697,         40,          3,       8918,          0, 
1184 : breed_021_uniq_001,    9044698,          8,          3,       8919,          0, 
1185 : breed_021_uniq_002,    9044699,          1,          3,       8920,          0, 
1186 : breed_021_uniq_003,    9044700,         20,          3,       8921,          0, 
1187 : breed_022_normal_001,    9044701,         15,          3,       8922,          0, 
1188 : breed_022_normal_002,    9044702,         10,          3,       8923,          0, 
1189 : breed_022_normal_003,    9044703,         37,          3,       8924,          0, 
1190 : breed_022_normal_004,    9044704,         19,          3,       8925,          0, 
1191 : breed_022_normal_005,    9044705,         18,          3,       8926,          0, 
1192 : breed_022_normal_006,    9044706,         33,          3,       8927,          0, 
1193 : breed_022_uniq_001,    9044707,          6,          3,       8928,          0, 
1194 : breed_022_uniq_002,    9044708,          5,          3,        745,          0, 
1195 : breed_022_uniq_003,    9044709,          7,          3,       8930,          0, 
1196 : breed_023_normal_001,    9044710,         18,          3,       8931,          0, 
1197 : breed_023_normal_002,    9044711,         17,          3,       8932,          0, 
1198 : breed_023_normal_003,    9044712,          9,          3,       8933,          0, 
1199 : breed_023_normal_004,    9044713,          6,          3,       8934,          0, 
1200 : breed_023_normal_005,    9044714,         25,          3,       8935,          0, 
1201 : breed_023_normal_006,    9044715,          8,          3,       8936,          0, 
1202 : breed_023_uniq_001,    9044716,          2,          3,       8937,          0, 
1203 : breed_023_uniq_002,    9044717,          1,          3,       8938,          0, 
1204 : breed_023_uniq_003,    9044718,          6,          3,       8939,          0, 
1205 : breed_024_normal_001,    9044719,         94,          3,       8940,          0, 
1206 : breed_024_normal_002,    9044720,         79,          3,       8941,          0, 
1207 : breed_024_normal_003,    9044721,        100,          3,       8942,          0, 
1208 : breed_024_normal_004,    9044722,         48,          3,       8943,          0, 
1209 : breed_024_normal_005,    9044723,         80,          3,       8944,          0, 
1210 : breed_024_normal_006,    9044724,         43,          3,       8945,          0, 
1211 : breed_024_uniq_001,    9044725,          1,          3,       8946,          0, 
1212 : breed_024_uniq_002,    9044726,          3,          3,       8947,          0, 
1213 : breed_024_uniq_003,    9044727,         32,          3,       8948,          0, 
1214 : breed_025_normal_001,    9044728,         12,          3,       8949,          0, 
1215 : breed_025_normal_002,    9044729,          9,          3,       8950,          0, 
1216 : breed_025_normal_003,    9044730,         46,          3,       8951,          0, 
1217 : breed_025_normal_004,    9044731,         27,          3,       8952,          0, 
1218 : breed_025_normal_005,    9044732,          8,          3,       8953,          0, 
1219 : breed_025_normal_006,    9044733,         14,          3,       8954,          0, 
1220 : breed_025_uniq_001,    9044734,          1,          3,       8955,          0, 
1221 : breed_025_uniq_002,    9044735,          0,          0,       8959,          0, 
