           km_, km_action_id, km_category_sort_id, km_skill_sort_id, km_skill_growth_type, km_display_is_disp, km_display_is_last, km_display_reserve_0, km_display_reserve_1, km_display_reserve_2, km_display_reserve_3, km_display_reserve_4, km_display_reserve_5, 
573 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
574 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
575 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
576 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
577 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
578 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
579 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
580 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
581 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
582 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
583 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
584 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
585 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
586 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
587 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
588 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
589 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
590 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
591 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
592 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
593 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
594 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
595 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
596 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
597 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
598 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
599 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
600 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
601 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
602 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
603 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
604 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
605 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
606 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
607 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
608 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
609 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
610 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
611 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
612 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
613 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
614 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
615 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
616 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
617 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
618 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
619 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
620 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
621 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
622 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
623 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
624 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
625 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
626 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
627 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
628 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
629 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
630 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
631 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
632 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
633 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
634 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
635 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
636 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
637 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
638 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
639 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
640 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
641 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
642 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
643 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
644 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
645 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
646 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
647 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
648 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
649 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
650 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
651 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
652 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
653 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
654 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
655 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
656 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
657 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
658 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
659 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
660 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
661 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
662 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
663 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
664 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
665 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
666 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
667 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
668 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
669 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
670 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
671 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
672 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
673 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
674 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
675 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
676 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
677 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
678 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
679 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
680 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
681 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
682 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
683 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
684 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
685 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
686 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
687 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
688 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
689 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
690 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
691 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
692 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
693 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
694 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
695 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
696 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
697 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
698 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
699 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
700 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
701 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
702 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
703 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
704 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
705 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
706 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
707 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
708 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
709 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
710 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
711 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
712 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
713 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
714 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
715 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
716 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
717 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
718 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
719 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
720 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
721 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
722 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
723 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
724 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
725 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
726 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
727 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
728 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
729 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
730 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
731 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
732 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
733 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
734 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
735 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
736 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
737 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
738 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
739 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
740 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
741 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
742 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
743 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
744 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
745 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
746 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
747 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
748 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
749 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
750 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
751 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
752 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
753 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
754 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
755 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
756 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
757 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
758 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
759 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
760 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
761 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
762 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
763 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
764 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
765 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
766 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
767 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
768 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
769 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
770 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
771 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
772 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
773 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
774 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
775 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
776 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
777 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
778 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
779 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
780 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
781 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
782 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
783 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
784 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
785 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
786 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
787 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
788 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
789 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
790 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
791 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
792 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
793 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
794 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
795 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
796 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
797 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
798 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
799 :        Log,         -1,         -1,         -1,          0,          0,          0,          0,          0,          0,          0,          0,          0, 

