           km_,   km_namen,    km_help, km_sys_msg, km_categoryid,    km_icon,  km_sortid,   km_price,    km_sell, km_no_sell, km_no_menu,  km_is_dlc, km_continue_count, km_getskill_magic1, km_getskill_magic2, km_getskill_magic3, km_getskill_magic4, km_getskill_magic5, km_getskill_magic6, km_getskill_magic7, km_getskill_item1, km_getskill_item2, km_getskill_item3, km_getskill_item4, km_getskill_item5, km_getskill_item6, 
296 : guild_N_pass_01,        297,        297,        338,         17,         71,       4100,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
297 : guild_N_pass_02,        298,        298,        338,         17,         71,       4101,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
298 : guild_N_pass_03,        299,        299,        338,         17,         71,       4102,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
299 : guild_N_pass_04,        300,        300,        338,         17,         71,       4103,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
300 : guild_N_pass_05,        301,        301,        338,         17,         71,       4104,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
301 : guild_C_pass_01,        302,        302,        338,         17,         71,       4200,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
302 : guild_C_pass_02,        303,        303,        338,         17,         71,       4201,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
303 : guild_C_pass_03,        304,        304,        338,         17,         71,       4202,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
304 : guild_C_pass_04,        305,        305,        338,         17,         71,       4203,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
305 : guild_C_pass_05,        306,        306,        338,         17,         71,       4204,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
306 : freefight_type_A,        307,        307,        340,         17,         71,      10000,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
307 : freefight_type_B,        308,        308,        340,         17,         71,      10001,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
308 : freefight_type_C,        309,        309,        340,         17,         71,      10002,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
309 : freefight_type_D,        310,        310,        340,         17,         71,      10003,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
310 : freefight_type_E,        311,        311,        340,         17,         71,      10004,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
311 : freefight_type_F,        312,        312,        341,         17,         71,      10005,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
312 : freefight_type_G,        313,        313,        340,         17,         71,      10006,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
313 : freefight_type_H,        314,        314,        341,         17,         71,      10007,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
314 : freefight_type_I,        315,        315,        340,         17,         71,      10008,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
315 : freefight_type_J,        316,        316,        340,         17,         71,      10009,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
316 : freefight_type_K,        317,        317,        341,         17,         71,      10010,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
317 : freefight_type_L,        318,        318,        341,         17,         71,      10011,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
318 : freefight_type_M,        319,        319,        340,         17,         71,      10012,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
319 : freefight_type_O,        320,        320,        340,         17,         71,      10013,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
320 : freefight_type_QUEST1,        321,        321,        340,         17,         71,      10014,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
321 : freefight_type_QUEST2,        322,        322,        340,         17,         71,      10015,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
322 : butsu_attack_type_A,        323,        323,        340,         17,         71,      10100,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
323 : butsu_attack_type_B,        324,        324,        340,         17,         71,      10101,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
324 : butsu_attack_type_C,        325,        325,        340,         17,         71,      10102,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
325 : butsu_attack_type_D,        326,        326,        341,         17,         71,      10103,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
326 : butsu_attack_type_E,        327,        327,        341,         17,         71,      10104,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
327 : butsu_attack_type_F,        328,        328,        340,         17,         71,      10105,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
328 : butsu_attack_type_G,        329,        329,        341,         17,         71,      10106,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
329 : butsu_attack_type_H,        330,        330,        340,         17,         71,      10107,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
330 : butsu_attack_type_I,        331,        331,        341,         17,         71,      10108,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
331 : butsu_attack_type_J,        332,        332,        341,         17,         71,      10109,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
332 : butsu_attack_type_K,        333,        333,        340,         17,         71,      10110,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
333 : butsu_attack_type_L,        334,        334,        341,         17,         71,      10111,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
334 : butsu_attack_type_M,        335,        335,        340,         17,         71,      10112,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
335 : butsu_attack_type_O,        336,        336,        341,         17,         71,      10113,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
336 : butsu_attack_type_P,        337,        337,        340,         17,         71,      10114,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
337 : butsu_attack_type_Q,        338,        338,        340,         17,         71,      10115,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
338 : butsu_attack_type_R,        339,        339,        340,         17,         71,      10116,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
339 : butsu_attack_type_S,        340,        340,        340,         17,         71,      10117,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
340 : butsu_attack_type_T,        341,        341,        341,         17,         71,      10118,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
341 : butsu_attack_type_U,        342,        342,        340,         17,         71,      10119,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
342 : butsu_attack_type_V,        343,        343,        341,         17,         71,      10120,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
343 : butsu_attack_type_W,        344,        344,        341,         17,         71,      10121,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
344 : butsu_attack_type_X,        345,        345,        340,         17,         71,      10122,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
345 : butsu_attack_type_Y,        346,        346,        340,         17,         71,      10123,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
346 : mahou_attack_type_A,        347,        347,        340,         17,         71,      10200,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
347 : mahou_attack_type_B,        348,        348,        341,         17,         71,      10201,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
348 : mahou_attack_type_C,        349,        349,        340,         17,         71,      10202,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
349 : mahou_attack_type_D,        350,        350,        341,         17,         71,      10203,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
350 : mahou_attack_type_E,        351,        351,        340,         17,         71,      10204,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
351 : mahou_attack_type_F,        352,        352,        340,         17,         71,      10205,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
352 : mahou_attack_type_G,        353,        353,        341,         17,         71,      10206,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
353 : mahou_attack_type_H,        354,        354,        340,         17,         71,      10207,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
354 : mahou_attack_type_I,        355,        355,        341,         17,         71,      10208,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
355 : mahou_attack_type_J,        356,        356,        340,         17,         71,      10209,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
356 : mahou_attack_type_K,        357,        357,        340,         17,         71,      10210,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
357 : mahou_attack_type_L,        358,        358,        341,         17,         71,      10211,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
358 : mahou_attack_type_M,        359,        359,        340,         17,         71,      10212,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
359 : mahou_attack_type_O,        360,        360,        340,         17,         71,      10213,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
360 : mahou_attack_type_P,        361,        361,        341,         17,         71,      10214,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
361 : mahou_attack_type_Q,        362,        362,        340,         17,         71,      10215,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
362 : mahou_attack_type_R,        363,        363,        341,         17,         71,      10216,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
363 : mahou_attack_type_S,        364,        364,        341,         17,         71,      10217,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
364 : mahou_attack_type_T,        365,        365,        340,         17,         71,      10218,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
365 : mahou_attack_type_U,        366,        366,        340,         17,         71,      10219,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
366 : mahou_attack_type_V,        367,        367,        340,         17,         71,      10220,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
367 : butsu_guard_type_A,        368,        368,        340,         17,         71,      10300,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
368 : butsu_guard_type_B,        369,        369,        340,         17,         71,      10301,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
369 : butsu_guard_type_C,        370,        370,        341,         17,         71,      10302,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
370 : butsu_guard_type_D,        371,        371,        340,         17,         71,      10303,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
371 : butsu_guard_type_E,        372,        372,        341,         17,         71,      10304,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
372 : butsu_guard_type_F,        373,        373,        340,         17,         71,      10305,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
373 : butsu_guard_type_G,        374,        374,        341,         17,         71,      10306,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
374 : butsu_guard_type_H,        375,        375,        341,         17,         71,      10307,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
375 : butsu_guard_type_I,        376,        376,        340,         17,         71,      10308,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
376 : butsu_guard_type_J,        377,        377,        340,         17,         71,      10309,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
377 : mahou_guard_type_A,        378,        378,        340,         17,         71,      10400,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
378 : mahou_guard_type_B,        379,        379,        340,         17,         71,      10401,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
379 : mahou_guard_type_C,        380,        380,        340,         17,         71,      10402,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
380 : mahou_guard_type_D,        381,        381,        341,         17,         71,      10403,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
381 : mahou_guard_type_E,        382,        382,        341,         17,         71,      10404,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
382 : mahou_guard_type_F,        383,        383,        340,         17,         71,      10405,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
383 : mahou_guard_type_G,        384,        384,        341,         17,         71,      10406,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
384 : mahou_guard_type_H,        385,        385,        340,         17,         71,      10407,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
385 : mahou_guard_type_I,        386,        386,        340,         17,         71,      10408,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
386 : mahou_guard_type_J,        387,        387,        340,         17,         71,      10409,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
387 : mahou_guard_type_K,        388,        388,        341,         17,         71,      10410,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
388 : mahou_guard_type_L,        389,        389,        340,         17,         71,      10411,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
389 : speed_type_A,        390,        390,        340,         17,         71,      10500,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
390 : speed_type_B,        391,        391,        340,         17,         71,      10501,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
391 : speed_type_C,        392,        392,        340,         17,         71,      10502,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
392 : speed_type_D,        393,        393,        341,         17,         71,      10503,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
393 : speed_type_E,        394,        394,        340,         17,         71,      10504,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
394 : speed_type_F,        395,        395,        341,         17,         71,      10505,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
395 : speed_type_G,        396,        396,        341,         17,         71,      10506,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
396 : speed_type_H,        397,        397,        340,         17,         71,      10507,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
397 : speed_type_I,        398,        398,        341,         17,         71,      10508,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
398 : speed_type_J,        399,        399,        340,         17,         71,      10509,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
399 : speed_type_QUEST1,        400,        400,        340,         17,         71,      10510,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
400 : heal_type_A,        401,        401,        340,         17,         71,      10600,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
401 : heal_type_B,        402,        402,        340,         17,         71,      10601,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
402 : heal_type_C,        403,        403,        340,         17,         71,      10602,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
403 : heal_type_D,        404,        404,        341,         17,         71,      10603,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
404 : heal_type_E,        405,        405,        340,         17,         71,      10604,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
405 : heal_type_F,        406,        406,        341,         17,         71,      10605,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
406 : heal_type_QUEST1,        407,        407,        340,         17,         71,      10606,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
407 : btl_winsp_01,        408,        408,        338,         17,         71,      30200,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
408 : btl_winsp_02,        409,        409,        338,         17,         71,      30201,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
409 : btl_winsp_03,        410,        410,        338,         17,         71,      30202,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
410 : btl_winsp_04,        411,        411,        338,         17,         71,      30203,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
411 : btl_winsp_05,        412,        412,        338,         17,         71,      30204,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
412 : btl_winsp_06,        413,        413,        338,         17,         71,      30205,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
413 : btl_winsp_07,        414,        414,        338,         17,         71,      30206,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
414 : btl_jin_ex,        415,        415,        340,         17,         71,      10700,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
415 : btl_jin_ex,        416,        416,        340,         17,         71,      10701,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
416 : btl_jin_ex,        417,        417,        340,         17,         71,      10702,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 
417 : btl_jin_ex,        418,        418,        340,         17,         71,      10703,          0,          0,          1,          0,          0,          1,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0,          0, 

